Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason,Days,Discount
h8ggv5xh,Sports Events,Closed Won,2018-10-03,2018-11-03,240.0,SAVEMONTH50G,Not_Specified,Not_Specified,31 days,False
qzjt89vn,Corporate Events,Closed Won,2018-11-03,2018-11-03,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
lzcl3a7u,Corporate Events,Closed Lost,2019-08-02,2019-12-02,1008.0,SHARP10,operations,no product fit,122 days,False
zptwoiyk,Sports Events,Closed Lost,2019-07-14,2019-07-14,0.0,NOCOSTREG,operations,no product fit,0 days,False
69nrfefc,Corporate Events,Closed Won,2019-07-20,2019-07-20,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
bekqtdqq,Corporate Events,Closed Won,2019-07-20,2019-07-21,360.0,MONTHSAVE25DEAL,financial control,Not_Specified,1 days,False
zyqc7jrx,Corporate Events,Closed Won,2019-08-12,2019-08-13,576.0,2SEMESTERS20SALE,operations,Not_Specified,1 days,False
lh737ak9,Sports Events,Closed Won,2019-07-09,2019-07-09,32396.0,SLASH10,operations,Not_Specified,0 days,False
mrk3fsf8,Corporate Events,Negotiation,2019-08-02,2019-07-20,0.0,Not_Specified,financial control,Not_Specified,-13 days,True
vqb6x9go,Corporate Events,Closed Won,2019-07-09,2019-07-09,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
lymv8wf8,Corporate Events,Closed Won,2019-08-02,2019-08-02,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
m778i35h,Corporate Events,Closed Won,2019-02-11,2019-02-11,360.0,SAVE25LESS,financial control,Not_Specified,0 days,False
qa11tszu,Sports Events,Closed Won,2019-06-09,2019-06-12,120.0,MONTH75SAVINGS,operations,Not_Specified,3 days,False
ko7lxu1t,Corporate Events,Closed Won,2018-06-02,2018-07-02,240.0,DISCOUNT50POWER,operations,Not_Specified,30 days,False
iixhznlj,Educational Seminars,Closed Won,2019-06-10,2019-06-10,360.0,25GIFT,financial control,Not_Specified,0 days,False
u73wv5s2,Corporate Events,Closed Won,2018-04-06,2018-04-06,600.0,Not_Specified,operations,Not_Specified,0 days,True
a2qx5lsc,Educational Seminars,Closed Won,2019-01-16,2019-01-16,150.0,MONTH75SPECIAL,quality of delivery,Not_Specified,0 days,False
zni2zlbl,Corporate Events,Closed Lost,2019-07-09,2019-07-17,768.0,2SEMESTERS20OFF,Not_Specified,lost to competitor,8 days,False
7q2n81mo,Sports Events,Closed Lost,2019-07-09,2019-07-09,0.0,Not_Specified,operations,no budget,0 days,True
2ib10nk2,Corporate Events,Checkbox,2019-04-20,2019-04-21,240.0,DISCOUNT50POWER,operations,Not_Specified,1 days,False
f5gemc9j,Educational Seminars,Closed Won,2019-04-13,2019-04-13,576.0,HALFSEASON20G,Not_Specified,Not_Specified,0 days,False
cmk7rx2w,Educational Seminars,Closed Lost,2019-07-10,2019-07-14,324.0,NOCOSTREG,quality of delivery,lost to competitor,4 days,False
gld0tnkh,Educational Seminars,Closed Won,2019-07-10,2019-07-10,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
gyvde8ev,Corporate Events,Closed Lost,2019-07-14,2019-07-14,150.0,Not_Specified,operations,no product fit,0 days,True
t3ntfk8e,Educational Seminars,Closed Won,2018-08-04,2019-02-10,360.0,MONTHSAVE25DEAL,quality of delivery,Not_Specified,190 days,False
nt5dz69e,Educational Seminars,Closed Lost,2019-07-14,2019-08-13,1008.0,RENEWYEAR30,time saving,no response,30 days,False
v0ih32om,Corporate Events,Closed Won,2019-07-08,2019-07-09,150.0,QUARTERLY75OFF,operations,Not_Specified,1 days,False
f57zqsii,Corporate Events,Closed Won,2018-02-02,2018-05-02,1344.0,YEARLY30PROMO,operations,Not_Specified,89 days,False
kziev2uh,Corporate Events,Closed Lost,2019-07-22,2019-07-22,324.0,10OFFREDUCED,financial control,not target,0 days,False
v18jlrqz,Educational Seminars,Closed Won,2019-07-22,2019-07-22,768.0,HALFYEAR20G,Not_Specified,Not_Specified,0 days,False
ce9tfu7k,Educational Seminars,Closed Lost,2019-07-22,2019-07-25,0.0,NOCOSTREG,Not_Specified,lost to competitor,3 days,False
hc3mabzg,Corporate Events,Closed Won,2019-07-08,2019-07-13,360.0,MONTHSAVE25DEAL,operations,Not_Specified,5 days,False
4n7r1tt5,Corporate Events,Closed Won,2019-12-02,2019-12-02,150.0,QUARTERLY75OFF,operations,Not_Specified,0 days,False
z4aa10k0,Corporate Events,Closed Won,2019-12-02,2019-12-02,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
cpu3xgak,Corporate Events,Closed Won,2019-12-02,2019-12-02,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
vf55cdhy,Corporate Events,Closed Won,2018-07-07,2018-07-07,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
ia8zvsub,Sports Events,Closed Won,2019-12-02,2019-12-02,576.0,HALFSEASON20G,operations,Not_Specified,0 days,False
r5fjw313,Sports Events,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
9bryjwof,Corporate Events,Closed Lost,2019-04-22,2019-04-25,200.0,Not_Specified,operations,price,3 days,True
uoi5662d,Corporate Events,Closed Won,2019-07-09,2019-07-09,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
1jm97rku,Corporate Events,Closed Won,2018-08-19,2018-08-19,324.0,10OFFREDUCED,operations,Not_Specified,0 days,False
o43w705x,Educational Seminars,Closed Won,2019-04-21,2019-04-22,576.0,HALFSEASON20G,operations,Not_Specified,1 days,False
23l8xhhl,Corporate Events,Closed Won,2019-08-02,2019-08-02,240.0,DISCOUNT50POWER,Not_Specified,Not_Specified,0 days,False
u62pyybi,Educational Seminars,Closed Won,2019-08-02,2019-08-02,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
u56wcsez,Corporate Events,Closed Won,2018-07-05,2018-10-09,324.0,10OFFREDUCED,operations,Not_Specified,96 days,False
xybv1ffe,Corporate Events,Closed Won,2019-03-25,2019-04-20,360.0,MONTHSAVE25DEAL,operations,Not_Specified,26 days,False
5fcw02xr,Corporate Events,Closed Won,2019-11-02,2019-07-23,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified,-102 days,False
lnl6tx5r,Educational Seminars,Checkbox,2019-11-02,2019-11-02,360.0,25GIFT,operations,Not_Specified,0 days,False
kt4l3ueu,Corporate Events,Closed Won,2019-04-22,2019-04-22,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
gl5gbpyy,Corporate Events,Closed Won,2018-09-03,2018-09-03,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
pin8g1qy,Corporate Events,Closed Won,2018-06-25,2018-06-25,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
o0fm5jqw,Corporate Events,Closed Won,2018-03-04,2018-03-04,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
3i2pcxzw,Corporate Events,Closed Won,2019-12-02,2019-07-08,768.0,2SEMESTERS20OFF,operations,Not_Specified,-147 days,False
anusqayo,Sports Events,Closed Lost,2019-12-02,2019-07-09,120.0,NOCOSTREG,Not_Specified,no response,-146 days,False
79769lg8,Sports Events,Closed Won,2019-07-10,2019-07-10,600.0,PROMOCODE,operations,Not_Specified,0 days,False
55zt0n86,Corporate Events,Closed Won,2019-07-08,2019-07-08,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
bwrgle2z,Corporate Events,Closed Won,2019-07-08,2019-07-08,576.0,2SEMESTERS20SALE,financial control,Not_Specified,0 days,False
nzhrx9ig,Corporate Events,Closed Won,2019-07-09,2019-07-09,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
vdtajjfu,Educational Seminars,Closed Won,2019-01-21,2019-01-21,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified,0 days,False
q2eqw8eo,Educational Seminars,Closed Won,2019-07-09,2019-07-10,300.0,Not_Specified,quality of delivery,Not_Specified,1 days,True
ix1x3rbx,Corporate Events,Closed Lost,2019-07-09,2019-07-17,360.0,SAVE25LESS,operations,not target,8 days,False
vzp56f5p,Educational Seminars,Closed Lost,2019-06-18,2019-06-21,960.0,YEARLY60,financial control,no response,3 days,False
5wuo7ic0,Corporate Events,Closed Won,2019-07-09,2019-07-10,240.0,MONTH50REBATE,operations,Not_Specified,1 days,False
82kwfkl4,Corporate Events,Demo 1,2019-07-09,2019-07-26,Not_Specified,Not_Specified,Not_Specified,Not_Specified,17 days,True
g1j62dwa,Educational Seminars,Closed Won,2019-07-08,2019-10-03,1680.0,FLAT30,operations,Not_Specified,87 days,False
e0wx0x4b,Corporate Events,Closed Lost,2019-07-10,2019-07-26,360.0,MONTHSAVE25DEAL,financial control,no response,16 days,False
fjjzyf7z,Educational Seminars,Closed Lost,2019-12-02,2019-07-21,324.0,Not_Specified,operations,no response,-134 days,True
6f2youly,Educational Seminars,Closed Won,2019-07-14,2019-03-03,768.0,HALFYEAR20G,quality of delivery,Not_Specified,-133 days,False
33qu6crg,Sports Events,Closed Won,2019-07-15,2019-07-15,360.0,DISCOUNT25QUICK,Not_Specified,Not_Specified,0 days,False
brlh7xh9,Corporate Events,Closed Won,2018-02-03,2018-06-03,150.0,ECONOMY75DISCOUNT,financial control,Not_Specified,120 days,False
ykdbasaz,Corporate Events,Closed Lost,2019-07-10,2019-01-04,0.0,Not_Specified,quality of delivery,not target,-187 days,True
jpy2yvai,Corporate Events,Closed Won,2019-07-10,2019-07-10,450.0,TRIALFREE,financial control,Not_Specified,0 days,False
pnzvissb,Sports Events,Closed Won,2019-07-21,2019-07-21,0.0,NOCOSTREG,Not_Specified,Not_Specified,0 days,False
6rq0mcq5,Corporate Events,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,quality of delivery,Not_Specified,0 days,False
i747r9p2,Corporate Events,Closed Won,2019-07-21,2019-07-21,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
rmmmbtxd,Corporate Events,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
55iv95ya,Corporate Events,Closed Won,2018-11-12,2019-02-18,2400.0,ANNUAL60DEAL,financial control,Not_Specified,98 days,False
1tu48820,Educational Seminars,Closed Won,2019-01-21,2019-01-21,960.0,YEARLY60,financial control,Not_Specified,0 days,False
0eaw1t1n,Educational Seminars,Closed Won,2019-04-09,2019-04-09,768.0,HALFYEAR20G,operations,Not_Specified,0 days,False
vzuydy9m,Corporate Events,Closed Won,2018-06-10,2018-06-10,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified,0 days,False
2w5ksdnm,Corporate Events,Closed Won,2019-03-17,2019-03-17,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
1mpl8scl,Corporate Events,Closed Won,2019-04-21,2019-04-21,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
n5kjfmeu,Educational Seminars,Closed Won,2018-09-09,2018-09-23,576.0,HALFSEASON20G,financial control,Not_Specified,14 days,False
i9gc9k1a,Corporate Events,Closed Won,2019-11-02,2019-07-08,300.0,MONTH50CUTBACK,Not_Specified,Not_Specified,-117 days,False
5syois79,Corporate Events,Closed Won,2019-12-02,2019-12-02,690.0,MONTH50REBATE,operations,Not_Specified,0 days,False
jwv1rdjm,Sports Events,Closed Won,2019-08-02,2019-08-02,768.0,HALFYEAR20G,financial control,Not_Specified,0 days,False
7eyzx5ox,Corporate Events,Closed Won,2019-07-15,2019-07-15,2688.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
gwc6ztds,Sports Events,Closed Won,2018-10-06,2018-11-10,768.0,HALFYEAR20G,operations,Not_Specified,35 days,False
qig8dgqx,Educational Seminars,Closed Lost,2019-07-15,2019-07-26,768.0,HALFYEAR20G,operations,no response,11 days,False
clehwqhn,Corporate Events,Closed Lost,2019-07-22,2019-08-13,960.0,Not_Specified,operations,lost to competitor,22 days,True
rmcczz1e,Corporate Events,Closed Won,2019-07-22,2019-07-22,120.0,3QUARTERS75CUT,operations,Not_Specified,0 days,False
eoemb8ux,Corporate Events,Closed Won,2019-01-02,2019-01-02,1008.0,RENEWYEAR30,Not_Specified,Not_Specified,0 days,False
k32k8l48,Sports Events,Closed Won,2018-12-17,2018-12-17,768.0,HALFYEAR20G,financial control,Not_Specified,0 days,False
shsdyfbg,Sports Events,Closed Won,2019-07-08,2019-07-24,0.0,NOCOSTREG,operations,Not_Specified,16 days,False
hmgapksr,Corporate Events,Closed Won,2018-12-11,2018-12-11,450.0,FIFTYSAVINGS,operations,Not_Specified,0 days,False
gxedwcsb,Corporate Events,Closed Won,2019-12-02,2019-07-15,150.0,QUARTERLY75OFF,Not_Specified,Not_Specified,-140 days,False
simclpxb,Corporate Events,Closed Won,2019-07-09,2019-07-09,150.0,QUARTERLY75OFF,financial control,Not_Specified,0 days,False
etm2dyxw,Corporate Events,Closed Won,2019-10-27,2019-10-27,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
qqwjepmw,Sports Events,Checkbox,2019-06-15,2019-07-08,120.0,MONTH75SAVINGS,financial control,Not_Specified,23 days,False
9jtqo61j,Corporate Events,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
c98xv3is,Educational Seminars,Closed Won,2019-07-15,2019-07-17,1344.0,ANNUAL30BONUS,financial control,Not_Specified,2 days,False
xgc0afks,Sports Events,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,Not_Specified,Not_Specified,0 days,False
ce9tfu7k,Sports Events,Closed Lost,2019-07-09,2019-07-15,150.0,NOCOSTREG,operations,lost to competitor,6 days,False
iud4ha3a,Educational Seminars,Closed Won,2019-07-15,2019-08-17,1344.0,ANNUAL30BONUS,financial control,Not_Specified,33 days,False
j2tbx66j,Corporate Events,Closed Won,2019-07-15,2019-07-15,1344.0,YEARLY30PROMO,financial control,Not_Specified,0 days,False
idli3s6a,Educational Seminars,Negotiation,2019-07-15,2019-07-16,0.0,Not_Specified,financial control,Not_Specified,1 days,True
ifw6mxx8,Sports Events,Closed Won,2019-07-15,2019-07-16,1344.0,ANNUAL30BONUS,operations,Not_Specified,1 days,False
wuu1hrrl,Corporate Events,Closed Won,2019-06-25,2019-04-02,120.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified,-84 days,False
szpqrsf6,Corporate Events,Closed Won,2019-07-15,2019-07-15,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
zkaet352,Corporate Events,Closed Won,2019-01-02,2019-01-02,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
8wrpibab,Corporate Events,Closed Won,2019-07-15,2019-07-15,324.0,10OFFREDUCED,financial control,Not_Specified,0 days,False
gdzbh7jv,Corporate Events,Closed Won,2019-06-02,2019-06-02,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
5bwkyy38,Corporate Events,Closed Won,2019-07-15,2019-07-16,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified,1 days,False
tfl9fvjl,Corporate Events,Closed Won,2019-07-21,2019-07-21,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
i9ayw9z0,Corporate Events,Closed Won,2018-07-25,2018-07-25,450.0,TRIALFREE,operations,Not_Specified,0 days,False
esjh2u1l,Corporate Events,Closed Won,2019-09-30,2019-07-02,768.0,MONTHSAVE25DEAL,financial control,Not_Specified,-90 days,False
j25ax9ii,Sports Events,Closed Won,2018-02-06,2018-03-06,240.0,SAVEMONTH50G,operations,Not_Specified,28 days,False
2y2rhv7r,Corporate Events,Closed Won,2018-03-04,2018-03-04,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
xypl5m3x,Educational Seminars,Checkbox,2019-07-08,2019-07-09,324.0,SLASH10,Not_Specified,Not_Specified,1 days,False
zb0pg7f6,Sports Events,Checkbox,2019-03-12,2019-07-13,768.0,HALFYEAR20G,operations,Not_Specified,123 days,False
m3ui02u5,Corporate Events,Closed Lost,2019-05-02,2019-07-15,150.0,NOCOSTREG,operations,no response,74 days,False
5hzknyze,Educational Seminars,Closed Lost,2019-07-09,2019-07-09,360.0,25GIFT,financial control,price,0 days,False
cvthemxh,Corporate Events,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
l2b0sfrj,Sports Events,Closed Won,2019-07-16,2019-07-21,768.0,HALFYEAR20G,financial control,Not_Specified,5 days,False
1b3np159,Educational Seminars,Closed Won,2019-07-16,2019-07-17,360.0,25GIFT,financial control,Not_Specified,1 days,False
ug8mhizi,Educational Seminars,Closed Lost,2019-07-16,2019-07-20,1344.0,RENEWYEAR30,financial control,lost to competitor,4 days,False
pm9qdr69,Educational Seminars,Checkbox,2019-07-16,2019-07-17,576.0,HALFSEASON20G,operations,Not_Specified,1 days,False
k8wkyf0j,Sports Events,Closed Won,2019-07-16,2019-07-22,600.0,PROMOCODE,operations,Not_Specified,6 days,False
frvn49r9,Corporate Events,Closed Won,2018-09-10,2018-09-11,768.0,2SEMESTERS20OFF,operations,Not_Specified,1 days,False
183u17g7,Corporate Events,Closed Won,2018-03-06,2018-03-06,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified,0 days,False
57wj46f7,Educational Seminars,Closed Won,2018-10-10,2018-10-10,1344.0,ANNUAL30BONUS,financial control,Not_Specified,0 days,False
2ai8pgfn,Sports Events,Closed Won,2019-08-02,2019-08-02,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
ajyomveb,Corporate Events,Closed Won,2018-09-22,2018-09-25,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified,3 days,False
2tmgxq5h,Sports Events,Closed Won,2019-06-02,2019-08-02,672.0,YEARLY60,Not_Specified,Not_Specified,61 days,False
5ycntdsp,Corporate Events,Closed Won,2019-12-02,2019-12-02,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
edthoai0,Sports Events,Closed Won,2018-06-17,2018-06-17,960.0,BIANNUAL20,operations,Not_Specified,0 days,False
4qyniiss,Corporate Events,Closed Won,2018-08-04,2018-08-04,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
ofektjwg,Corporate Events,Closed Won,2019-01-28,2019-03-28,150.0,ECONOMY75DISCOUNT,operations,Not_Specified,59 days,False
asart6jm,Corporate Events,Closed Won,2019-08-28,2019-08-28,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
uga948oi,Corporate Events,Closed Won,2019-03-25,2019-03-25,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
7bgmt80d,Educational Seminars,Checkbox,2019-07-10,2019-07-14,1008.0,RENEWYEAR30,time saving,Not_Specified,4 days,False
bd5shnni,Corporate Events,Closed Won,2019-01-09,2019-01-21,768.0,2SEMESTERS20OFF,operations,Not_Specified,12 days,False
is8pduu5,Educational Seminars,Closed Won,2019-07-10,2019-08-13,768.0,HALFYEAR20G,financial control,Not_Specified,34 days,False
8e1k9z97,Sports Events,Closed Won,2019-02-09,2019-02-09,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
dc4gynto,Corporate Events,Closed Won,2019-01-02,2019-12-02,240.0,MONTH50REBATE,operations,Not_Specified,334 days,False
it8qhckb,Sports Events,Negotiation,2019-05-02,2019-12-02,2640.0,Not_Specified,time saving,Not_Specified,214 days,True
hoyt4tw4,Educational Seminars,Closed Lost,2019-05-02,2019-07-26,360.0,Not_Specified,financial control,no response,85 days,True
3laf12h3,Corporate Events,Closed Lost,2019-06-02,2019-12-02,576.0,2SEMESTERS20SALE,financial control,lost to competitor,183 days,False
6mxa6wcu,Corporate Events,Closed Won,2019-11-29,2019-11-29,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
l3gf5jpi,Corporate Events,Closed Won,2019-10-30,2019-10-30,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
f4b5dox1,Corporate Events,Closed Won,2019-12-02,2019-12-02,240.0,MONTH50REBATE,Not_Specified,Not_Specified,0 days,False
zre3bpga,Corporate Events,Closed Won,2018-09-22,2018-09-23,324.0,10OFFREDUCED,quality of delivery,Not_Specified,1 days,False
cgdokoa5,Sports Events,Closed Won,2018-02-04,2018-09-04,360.0,25GIFT,operations,Not_Specified,212 days,False
dbt83h0s,Corporate Events,Closed Won,2019-06-23,2019-06-23,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
sn4v15uo,Sports Events,Closed Won,2019-02-10,2019-02-13,768.0,HALFYEAR20G,financial control,Not_Specified,3 days,False
l8x4jc6j,Corporate Events,Closed Lost,2019-07-08,2019-07-14,240.0,MONTH50REBATE,operations,no response,6 days,False
7h6ag1e7,Corporate Events,Closed Won,2019-04-13,2019-04-13,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
1oe4j4n2,Educational Seminars,Closed Won,2019-05-12,2019-05-12,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
hjwdqe41,Educational Seminars,Closed Won,2019-11-26,2019-11-26,576.0,HALFSEASON20G,operations,Not_Specified,0 days,False
gub76mlt,Sports Events,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,quality of delivery,Not_Specified,0 days,False
ibreb91k,Educational Seminars,Closed Lost,2019-07-16,2019-07-17,240.0,NOCOSTREG,operations,lost to competitor,1 days,False
at50rzso,Corporate Events,Closed Won,2018-04-05,2018-10-09,1680.0,YEARLY30DISCOUNT,Not_Specified,Not_Specified,187 days,False
xdebpffu,Sports Events,Closed Won,2019-11-02,2019-07-15,240.0,SAVEMONTH50G,operations,Not_Specified,-110 days,False
rnku3g3w,Educational Seminars,Closed Won,2018-12-19,2018-12-19,1008.0,RENEWYEAR30,quality of delivery,Not_Specified,0 days,False
by8z5w3n,Corporate Events,Closed Won,2019-11-26,2019-11-26,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
jhxtgf9s,Corporate Events,Closed Won,2019-07-08,2019-07-08,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
fmvkzgge,Educational Seminars,Closed Won,2019-06-16,2019-06-16,576.0,HALFSEASON20G,Not_Specified,Not_Specified,0 days,False
ddljiugk,Sports Events,Closed Won,2018-03-06,2018-11-06,768.0,HALFYEAR20G,operations,Not_Specified,245 days,False
63mb97n3,Sports Events,Closed Won,2019-04-09,2019-04-09,768.0,HALFYEAR20G,operations,Not_Specified,0 days,False
zzua9jrh,Sports Events,Closed Won,2019-11-02,2019-11-02,324.0,SLASH10,operations,Not_Specified,0 days,False
79dn9cl6,Sports Events,Closed Lost,2019-07-02,2019-11-02,150.0,Not_Specified,Not_Specified,no product fit,123 days,True
ffepcl5f,Sports Events,Closed Lost,2019-08-02,2019-11-02,150.0,Not_Specified,operations,lost to competitor,92 days,True
b4xo21rk,Corporate Events,Checkbox,2019-08-02,2019-07-14,1344.0,YEARLY30PROMO,operations,Not_Specified,-19 days,False
8lfb1uro,Educational Seminars,Closed Won,2019-01-09,2019-01-15,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified,6 days,False
fc9nvl1m,Corporate Events,Checkbox,2019-02-12,2019-02-12,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
6ztfe3e6,Educational Seminars,Demo 2,2019-07-16,2019-07-16,200.0,Not_Specified,Not_Specified,Not_Specified,0 days,True
vxnduffz,Corporate Events,Closed Lost,2019-12-02,2019-07-13,240.0,MONTH50REBATE,operations,not target,-142 days,False
z49bqgqi,Corporate Events,Closed Won,2019-05-26,2019-05-26,1344.0,YEARLY30PROMO,financial control,Not_Specified,0 days,False
c512twnt,Corporate Events,Closed Lost,2019-06-02,2019-07-26,324.0,Not_Specified,operations,no response,54 days,True
x68m3tbs,Corporate Events,Closed Won,2019-07-21,2019-07-21,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
ofolb7dk,Corporate Events,Closed Won,2019-05-19,2019-05-19,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
h5x1j2g9,Corporate Events,Closed Lost,2019-06-17,2019-06-17,360.0,MONTHSAVE25DEAL,operations,not target,0 days,False
rgo53xvm,Educational Seminars,Closed Lost,2019-04-02,2019-06-02,240.0,ECONOMY50GIFT,operations,no response,61 days,False
jmmfbpk7,Educational Seminars,Closed Lost,2019-06-12,2019-06-25,150.0,Not_Specified,quality of delivery,no response,13 days,True
kuauz14x,Corporate Events,Closed Lost,2019-06-18,2019-06-18,200.0,Not_Specified,operations,no response,0 days,True
17l95usd,Sports Events,Closed Won,2018-06-09,2018-06-11,768.0,HALFYEAR20G,quality of delivery,Not_Specified,2 days,False
yvsw3r4f,Educational Seminars,Checkbox,2019-05-22,2019-05-22,77462.0,ECONOMYDEAL,operations,Not_Specified,0 days,False
p5qe5ky0,Educational Seminars,Closed Lost,2019-05-02,2019-06-02,1344.0,ANNUAL30BONUS,operations,lost to competitor,31 days,False
yve105jn,Educational Seminars,Closed Won,2018-08-01,2018-08-01,768.0,HALFYEAR20G,Not_Specified,Not_Specified,0 days,False
it5h61xb,Corporate Events,Closed Won,2018-10-07,2018-10-07,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
ok5zui1q,Educational Seminars,Closed Won,2019-06-02,2019-07-08,148764.0,DOUBLE25SAVING,operations,Not_Specified,36 days,False
dnnn222p,Corporate Events,Closed Lost,2019-06-02,2019-07-08,768.0,Not_Specified,operations,lost to competitor,36 days,True
d88v2hc7,Educational Seminars,Closed Won,2019-06-18,2019-06-18,360.0,25GIFT,operations,Not_Specified,0 days,False
sn2rvsvn,Corporate Events,Closed Won,2019-03-11,2019-03-26,960.0,ANNUAL60DEAL,operations,Not_Specified,15 days,False
0btrb0a8,Educational Seminars,Closed Lost,2019-06-22,2019-07-14,240.0,SAVEMONTH50G,operations,no response,22 days,False
7zqale9u,Corporate Events,Closed Won,2019-06-23,2019-06-23,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
jnk7s6c8,Corporate Events,Closed Won,2019-06-24,2019-06-24,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
twrigal9,Sports Events,Closed Won,2019-02-16,2019-02-20,240.0,SAVEMONTH50G,operations,Not_Specified,4 days,False
yvivq746,Sports Events,Closed Won,2019-06-02,2019-06-02,120.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified,0 days,False
smbo0z3o,Corporate Events,Closed Won,2018-10-06,2018-12-06,1344.0,YEARLY30PROMO,operations,Not_Specified,61 days,False
nnjd1c1y,Sports Events,Closed Won,2019-07-08,2019-07-08,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
kqw1c7tj,Corporate Events,Closed Won,2019-11-02,2019-11-02,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
ku2z3k5m,Corporate Events,Closed Lost,2019-06-01,2019-06-25,148762.0,MIDYEAR50SAVE,Not_Specified,no response,24 days,False
l7awiatp,Educational Seminars,Closed Lost,2019-07-10,2019-07-26,768.0,HALFYEAR20G,operations,no budget,16 days,False
xicygoio,Corporate Events,Closed Won,2018-12-23,2019-01-19,960.0,ANNUAL60DEAL,operations,Not_Specified,27 days,False
76t6z2up,Corporate Events,Closed Won,2019-03-27,2019-04-26,240.0,DISCOUNT50POWER,financial control,Not_Specified,30 days,False
lts4wrb6,Corporate Events,Closed Won,2019-01-12,2019-01-12,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
hgdxh1wq,Educational Seminars,Closed Won,2019-07-16,2019-07-16,324.0,SLASH10,operations,Not_Specified,0 days,False
n3c65da3,Educational Seminars,Closed Won,2019-07-16,2019-07-24,0.0,NOCOSTREG,financial control,Not_Specified,8 days,False
