Id,Acquisition Campaign_0,Acquisition Campaign_1,Acquisition Campaign_2,Acquisition Campaign_3,Acquisition Campaign_4,Acquisition Campaign_5,Converted,City_0,City_1,City_2,City_3,City_4,Use Case_Concerts and festivals,Use Case_Corporate Events,Use Case_Educational Seminars,Use Case_Not_Specified,Use Case_Sports Events,Use Case_Wedding Planning,Source_Inbound,Source_Not_Specified,Source_Outbound,month,day
prsb0s9j,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7
fn9j3sdg,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,4,7
rcy41xzk,0,0,0,1,0,1,False,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,2
deoi47xp,0,0,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,2
fje2zrv3,0,0,0,0,0,1,False,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4,7
ah0zdlv4,0,0,0,0,0,1,False,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
mvypplw3,0,0,0,0,0,1,False,0,1,0,1,1,0,1,0,0,0,0,1,0,0,4,7
9hcig5fo,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
tel6j2ku,0,0,0,0,0,1,False,1,0,0,1,0,0,1,0,0,0,0,1,0,0,4,7
6sian2ic,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
lqlb1hyp,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,7
7a9jzx9z,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,7
u0rmur2s,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2
mofnxnj1,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,7
tllbtvoe,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
q226rfgx,0,0,0,0,0,1,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,7
bd0sg95m,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,7
vtkbjbqv,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2
4am2svdy,0,0,0,0,0,1,True,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,7
zpxomv4n,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
n03fcki4,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,7
sgr59m0r,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2
xlybmp5q,0,0,0,0,0,1,False,0,1,1,1,0,0,1,0,0,0,0,1,0,0,4,7
9pifurug,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
ke4bz8a2,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,7
kn8sv5r2,0,0,0,0,0,1,True,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2
pabhwewy,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,4,7
4avy8o5z,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,2
01gjsed6,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,7
7x1wjq4m,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
nv76phu6,0,0,0,0,0,1,False,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2
8lfb1uro,0,0,0,0,0,1,True,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4,7
05kj49nq,0,0,0,0,0,1,False,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
op46j1cn,0,0,0,0,0,1,False,0,0,1,1,1,0,0,1,0,0,0,1,0,0,4,7
zn7gsk3s,0,0,0,0,0,1,False,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2
1jqbvdov,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,7
f1bxnebl,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
gn3nn7pm,0,0,0,0,0,1,False,1,0,1,0,1,0,1,0,0,0,0,1,0,0,4,7
rlby5iml,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4,7
mtl4nv36,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2
9uu0qocs,0,0,0,0,0,1,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,7
lwx2fjkx,0,0,0,0,0,1,False,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2
5b8sorub,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,5,7
upx3lw4o,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,5,7
wumqiqpk,0,0,0,0,0,1,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,7
zser1o7p,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
07w9nv6d,0,0,0,0,0,1,True,0,1,0,1,0,0,1,0,0,0,0,1,0,0,5,7
ewsl9f2l,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,2
pnjwan8q,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
rzvslxrf,0,0,0,0,0,1,False,1,0,1,0,1,0,1,0,0,0,0,1,0,0,5,7
90hhfdhm,0,0,0,0,0,1,False,0,1,1,0,1,0,1,0,0,0,0,1,0,0,2,2
55yu86zi,0,0,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,2
ul1iuyw3,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2
hys1jpd9,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,7
dqaikjv7,0,0,0,0,0,1,False,0,1,1,0,1,0,1,0,0,0,0,1,0,0,2,2
ajmge333,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,5,7
kyo5gp1n,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
mdj4qxcl,0,0,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,7
704gzuew,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,7
1q5lfm4g,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2
uhohoqj3,0,0,0,0,0,1,False,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,7
xtu5ay22,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,5,7
3nd7umdh,0,0,0,0,0,1,False,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2
94opoltl,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,7
bjx9n30r,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,5,7
xa4mhzug,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2
onymtnsb,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2
oqoogczu,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
zscw602j,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,7
cr6fnhmk,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,5,7
efcy4wrn,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
1mvx3tbl,0,0,0,0,0,1,False,0,1,1,1,1,0,0,1,0,0,0,1,0,0,5,7
y0kg4wrq,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,7
zv4ktezy,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
o2nsxaqx,0,0,0,0,0,1,False,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6,7
qcwqerl3,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
fo1v4bg0,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
pz9ztvx2,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2
4w3l127r,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,7
elu868id,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
vf55cdhy,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,7
04vux007,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
04diwtj6,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,6,7
tmlu9u8h,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
xg17deph,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,2
f5pm7m9o,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,7
j3ygl5b1,0,0,0,0,0,1,False,1,0,1,0,1,0,1,0,0,0,0,1,0,0,6,7
ikz7w50w,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
ykzl4a4y,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
5i18dyv8,0,0,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,7
nt3xstx9,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,7
zt91pmq1,0,0,0,0,0,1,False,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2
my7n6xiu,0,0,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,7
y1l7b26k,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,7
d3grrx5d,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,2
yufkplse,0,0,0,0,0,1,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,7
rtheb2ge,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,6,7
tmf8e36c,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
a8nsqzpm,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
slcgftyw,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,7
cziw7q5z,0,0,0,0,0,1,False,0,1,1,1,1,0,0,0,1,0,0,1,0,0,6,7
5ysuf1pr,0,0,0,0,1,0,False,0,1,1,1,0,0,1,0,0,0,0,0,0,1,3,24
qlu1g8fz,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
21s0tnxx,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,7
7pqwpwz4,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
u7jsh37k,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2
rhueg8al,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,7
aytnhifc,0,0,0,0,1,0,False,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,24
2c2mtux4,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,6,7
yrmy4mfe,0,0,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,24
mcstrrci,0,0,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,2
i3s7arkv,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,6,7
xh4sjb5p,0,0,0,0,0,1,False,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,24
6r8m0lg7,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,7
o1xlpept,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2
r3m2f80k,0,0,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,24
k66b4ios,0,0,0,0,0,1,False,0,1,0,1,1,0,1,0,0,0,0,1,0,0,6,7
2557ihmi,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,24
gavt81uj,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,2
ddustzju,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
c3kc1j2n,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
jfens5g8,0,0,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6,7
59dtuo28,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,24
oe1bzw2l,0,0,0,0,0,1,False,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,2
d15aw8z9,0,0,0,0,0,1,False,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,24
g1pksy96,0,0,0,0,0,1,False,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6,7
1frqpr04,0,0,0,0,0,1,False,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,24
qa83zdq2,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
qanbixwu,0,0,0,0,0,1,True,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6,7
d54rubwa,0,0,0,0,1,0,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
3twa2bp4,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,2
gg3xsl1b,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,6,7
rtywx0u5,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6,7
02qbe4kg,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
1j68gqeg,0,0,0,0,0,1,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2
s4hn4l3g,0,0,0,0,0,1,True,0,0,1,1,1,0,1,0,0,0,0,1,0,0,6,7
yfzbpiql,0,0,0,0,0,1,False,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,24
1zbxitib,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,6,7
gftnron5,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
d8nwy7by,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,7
bwtli8ve,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
skucq3tm,0,0,0,0,0,1,False,0,0,1,1,1,0,0,1,0,0,0,1,0,0,3,2
7vz3ig1i,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,7
zp7y30eu,0,0,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,2
44lzg5f0,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
f0a5e081,0,0,0,0,1,0,False,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,24
hcet27ca,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,2
y4rm91je,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,24
97mfl9s0,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,7,7
zu2ujzld,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3,24
7wcklxb4,0,0,0,0,0,1,False,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2
tkbiq19b,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
4xzdi6yo,0,0,0,0,0,1,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,24
q27v77g1,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2
kspeyzzb,0,0,0,0,0,1,False,0,1,1,1,1,0,1,0,0,0,0,1,0,0,7,7
2c43efb4,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,24
o4n3sjha,0,0,0,0,0,1,False,0,1,1,1,1,0,1,0,0,0,0,1,0,0,3,2
14w1ne9p,0,0,0,0,1,0,False,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,24
0xbe70e7,0,0,0,0,0,1,True,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,2
fzuwnw22,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7
uws1unpq,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,24
b687k650,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7
9qbx61as,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,24
weby820h,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
fkcc7ynu,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
hotjyexx,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
hhgvpoiw,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
jhw969bx,0,0,0,0,0,1,False,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2
uzlgavag,0,0,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,24
e49k35ip,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
wxgu7tsk,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,7,7
23lc4co7,0,0,0,0,0,1,False,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,24
d116uzfs,0,0,0,0,0,1,False,0,1,0,0,1,0,1,0,0,0,0,1,0,0,7,7
imzy70na,0,0,0,0,1,0,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
puzrfkyu,0,0,0,0,0,1,True,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2
hyplwyk1,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,7
ayouzlcy,0,0,0,0,0,1,False,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,24
pekkyhb2,0,0,0,0,0,1,False,0,1,1,1,1,0,0,0,1,0,0,1,0,0,3,2
hs5lobg2,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
vrfvs25x,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,24
gwc2vklt,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
8ac102ps,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
pnuiuy1s,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
l11z1ogu,0,0,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,2
zeuj8kd5,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,7
ecgqfek5,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,24
8me8thpq,0,0,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,2
vq8lxett,0,0,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,7
m1jb5o96,0,0,0,0,1,0,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,24
upl0icvc,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
upqf3c2t,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
bc555jg4,0,0,0,0,0,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,24
agwsdnal,0,0,0,0,0,1,True,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,2
muvlgxqt,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,7
9igb2e31,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,24
g1y7hazm,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,3,2
hxig41g0,0,0,0,0,0,1,False,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3,24
9x0xhzo5,0,0,0,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,1,0,0,7,7
6cvym1tb,0,0,0,0,0,1,False,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,24
5xgqe922,0,0,0,0,0,1,False,0,0,1,1,1,0,0,1,0,0,0,1,0,0,3,2
ctb94heg,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7
3x60lga1,0,0,0,0,0,1,False,0,1,1,1,0,0,0,0,1,0,0,1,0,0,3,2
k8thaoof,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
f94juvjj,0,0,0,0,0,1,False,0,0,1,1,0,0,0,0,1,0,0,1,0,0,3,24
35slgbhm,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2
9xaao3oj,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,7
iaanbpa7,0,0,0,0,0,1,False,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,24
2mzmisqy,0,0,0,0,0,1,False,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,2
kn5bj3sw,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,7
eiu2wckb,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,24
5z4a827e,0,0,0,0,0,1,False,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,2
0w32gklg,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,7
1l78qf2s,0,0,0,0,0,1,False,0,0,1,0,1,0,1,0,0,0,0,1,0,0,3,24
8igavnsh,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,7,7
qtxqly9i,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2
1ljdf14o,0,0,0,0,0,1,True,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,24
j9d4i0ja,0,0,0,0,0,1,False,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2
rcdy2sln,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,24
ebspox46,0,0,0,0,0,1,False,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7,7
hy4r1roy,0,0,0,0,1,0,False,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,24
t13qldlo,0,0,0,0,0,1,False,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2
j9eznsal,0,0,0,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,24
ko7lxu1t,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,2
7b0vmt1q,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,7
odfrmyys,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,24
tj91nfp7,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,24
aegka8ij,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2
uqheur4i,0,0,0,0,0,1,False,1,0,1,0,1,0,1,0,0,0,0,1,0,0,7,7
80g4urym,0,0,0,0,0,1,False,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,24
mafb2s40,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
g9r3v0gc,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,24
adp50tlq,0,0,0,0,0,1,False,0,1,1,0,1,0,1,0,0,0,0,1,0,0,3,2
j3900qwc,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,24
16khq3wk,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2
40jzn5vm,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,24
z49ppfnk,0,0,0,0,0,1,True,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,24
mxswzxp0,0,0,0,0,0,1,False,0,0,1,1,1,0,1,0,0,0,0,1,0,0,3,24
w35ati81,0,0,0,0,0,1,False,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3,24
jxp9br77,0,0,0,0,0,1,False,1,0,1,0,0,0,0,0,0,1,0,1,0,0,7,7
ohamc07d,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
bpb3uuyc,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
ugm39d5w,0,0,0,0,0,1,False,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3,24
nnjge3yl,0,0,0,0,0,1,False,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7,7
cey6vx7n,0,0,0,0,0,1,False,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,24
hla92mu4,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,2
xp4jb0ec,0,0,0,0,0,1,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7
elu5cili,0,0,0,0,0,1,True,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
wkl7frnq,0,0,0,0,0,1,False,0,0,1,1,0,0,1,0,0,0,0,1,0,0,7,7
upem8cep,0,0,0,0,1,0,False,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3,24
s2acqgis,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
tatakum2,0,0,0,0,0,1,False,1,0,1,0,1,0,1,0,0,0,0,1,0,0,4,2
3sxcwq7x,0,0,0,0,1,0,False,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,24
wup20nv9,0,0,0,0,1,0,False,0,1,1,0,1,0,1,0,0,0,0,1,0,0,3,24
gbq2ec26,0,0,0,0,0,1,False,0,0,0,1,1,0,1,0,0,0,0,1,0,0,7,7
vmvcjtpi,0,0,0,0,0,1,False,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,24
aps168jq,0,0,0,0,0,1,True,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,2
