Id,Status,Price,Days,Discount,Use Case_Concerts and festivals,Use Case_Corporate Events,Use Case_Educational Seminars,Use Case_Not_Specified,Use Case_Sports Events,Use Case_Wedding Planning,Pain_Not_Specified,Pain_financial control,Pain_operations,Pain_quality of delivery,Pain_time saving
s55dtj0q,Closed Won,450,0,False,0,0,1,0,0,0,0,1,0,0,0
iz8tuot2,Closed Lost,0,0,True,0,1,0,0,0,0,0,0,1,0,0
k9mje95k,Closed Lost,200,17,False,0,0,0,0,1,0,0,0,1,0,0
igfy3pl0,Closed Lost,200,97,False,0,0,0,0,1,0,0,1,0,0,0
6438hr6f,Closed Won,360,1,False,0,1,0,0,0,0,0,0,1,0,0
00mlqxtx,Closed Lost,240,0,True,0,0,0,0,1,0,0,1,0,0,0
e5p70stk,Closed Won,150,8,False,0,0,1,0,0,0,0,1,0,0,0
4y1u4iaj,Closed Won,32396,4,False,0,1,0,0,0,0,0,0,1,0,0
8n76zaaf,Closed Won,768,3,False,0,1,0,0,0,0,0,0,1,0,0
mj8o7p38,Closed Lost,200,63,False,0,1,0,0,0,0,0,0,1,0,0
g4wfz0jp,Closed Lost,768,-20,True,0,0,1,0,0,0,0,0,1,0,0
ey2dz4ix,Closed Won,1344,0,False,0,1,0,0,0,0,0,1,0,0,0
so8kkcr0,Closed Won,768,-1665,False,0,1,0,0,0,0,0,0,1,0,0
l0kpfedg,Closed Won,324,0,False,0,1,0,0,0,0,0,0,1,0,0
chmz9i8z,Closed Won,576,3,False,0,0,1,0,0,0,0,0,1,0,0
zvhf39pn,Closed Lost,768,36,True,0,1,0,0,0,0,0,0,0,1,0
hq38glb2,Closed Lost,200,4,True,0,0,0,0,1,0,0,0,1,0,0
w6a4bgxq,Closed Lost,450,2,False,0,1,0,0,0,0,0,0,0,1,0
mhx2visl,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
by8kga8j,Closed Lost,200,7,False,0,0,1,0,0,0,1,0,0,0,0
avca9pap,Closed Won,1344,0,False,0,1,0,0,0,0,0,1,0,0,0
aj8i3bfg,Closed Lost,200,212,True,0,1,0,0,0,0,0,0,0,1,0
4alelqbv,Closed Won,240,189,False,0,0,0,0,1,0,0,1,0,0,0
dxno8pvn,Closed Lost,240,0,False,0,1,0,0,0,0,0,0,1,0,0
8vyipo1z,Closed Lost,360,203,True,0,1,0,0,0,0,0,0,1,0,0
iiaj9mr9,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
g2h7icaq,Closed Won,1680,0,False,0,1,0,0,0,0,0,0,1,0,0
g1ymvl6n,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
q8ys48gi,Closed Won,1650,0,False,0,1,0,0,0,0,0,0,1,0,0
spvihezt,Closed Won,32396,0,False,0,1,0,0,0,0,0,0,1,0,0
9784uhit,Closed Won,240,0,False,0,1,0,0,0,0,0,0,0,1,0
x70t35wm,Closed Lost,960,187,True,0,1,0,0,0,0,0,0,1,0,0
qx9xm1zz,Closed Lost,576,243,True,0,0,0,0,1,0,0,0,1,0,0
b4gy626i,Closed Lost,240,204,False,0,1,0,0,0,0,0,0,1,0,0
btsgktrd,Closed Won,768,0,False,0,1,0,0,0,0,0,0,0,1,0
l4i8sjmq,Closed Lost,450,1,False,0,1,0,0,0,0,0,0,1,0,0
r3zbeb44,Closed Won,150,3,False,0,1,0,0,0,0,0,0,1,0,0
w266aes8,Closed Won,14876,3,False,0,1,0,0,0,0,0,1,0,0,0
khpo9ffy,Closed Won,324,0,False,0,1,0,0,0,0,0,0,1,0,0
ik8jdbp1,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
b1dnq0fx,Closed Won,324,0,False,0,0,1,0,0,0,0,0,1,0,0
162isa44,Closed Won,576,0,False,0,1,0,0,0,0,0,0,1,0,0
tl1g37l8,Closed Lost,450,1,False,0,1,0,0,0,0,0,0,1,0,0
j90atvpj,Closed Lost,600,16,False,0,1,0,0,0,0,0,0,1,0,0
4a9vgnly,Checkbox,768,0,False,0,1,0,0,0,0,0,0,1,0,0
33phm3ne,Closed Won,360,84,False,0,0,1,0,0,0,0,0,1,0,0
pwvcnd4r,Closed Lost,500,5,False,0,0,1,0,0,0,0,1,0,0,0
1c13wzfy,Closed Lost,200,3,False,0,1,0,0,0,0,0,0,1,0,0
os3j681s,Closed Won,600,0,False,0,0,0,0,1,0,0,0,1,0,0
z6dask9p,Closed Won,32396,0,False,0,0,0,0,1,0,0,0,1,0,0
7vyed7up,Closed Won,450,62,False,0,1,0,0,0,0,0,0,1,0,0
wcsrbiyc,Closed Won,240,31,False,0,1,0,0,0,0,0,0,1,0,0
0w46gnkp,Closed Won,360,31,False,0,1,0,0,0,0,0,0,1,0,0
x9m8elto,Closed Won,300,0,False,0,0,1,0,0,0,0,0,1,0,0
k3cu5zze,Closed Won,240,0,False,0,1,0,0,0,0,0,0,1,0,0
lkyfgmja,Closed Lost,1344,-120,True,0,0,0,0,1,0,0,0,1,0,0
apg8yjfj,Closed Won,576,31,False,0,1,0,0,0,0,0,0,0,1,0
yab67np0,Closed Won,240,31,False,0,1,0,0,0,0,0,0,1,0,0
r977jbxr,Closed Lost,600,-37,True,0,1,0,0,0,0,0,0,0,0,1
7rcrwj18,Closed Won,9214,0,False,0,1,0,0,0,0,0,0,1,0,0
v1y3ny57,Closed Lost,200,-43,True,0,1,0,0,0,0,0,0,1,0,0
mlhaduco,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
l48sn4vo,Closed Lost,200,3,True,0,0,0,0,1,0,0,0,1,0,0
qwoltpoc,Closed Lost,324,36,True,0,1,0,0,0,0,0,0,1,0,0
axnf719j,Closed Won,240,-42,False,0,1,0,0,0,0,1,0,0,0,0
dbeky7bc,Closed Won,768,0,False,0,0,0,0,1,0,0,0,1,0,0
7tgz4m3n,Closed Won,576,0,False,0,1,0,0,0,0,0,0,0,1,0
cfpnyfm6,Closed Won,240,0,False,0,0,0,0,1,0,1,0,0,0,0
57fnb82u,Closed Lost,768,170,False,0,1,0,0,0,0,0,0,1,0,0
145m03ku,Closed Won,300,0,False,0,1,0,0,0,0,0,0,1,0,0
0l6au65m,Closed Won,240,31,False,0,1,0,0,0,0,0,0,1,0,0
imycd2oy,Closed Lost,360,0,False,0,1,0,0,0,0,0,1,0,0,0
2pu9f6y5,Closed Won,360,0,False,0,1,0,0,0,0,0,0,0,1,0
pu12q5r6,Closed Lost,200,226,False,0,1,0,0,0,0,0,0,1,0,0
7ifhnczj,Closed Won,240,0,False,0,1,0,0,0,0,0,0,0,1,0
4jbndff5,Closed Lost,200,1,True,0,1,0,0,0,0,0,0,1,0,0
thho24p6,Closed Lost,200,2,True,0,1,0,0,0,0,0,0,1,0,0
nlswo0b1,Closed Lost,360,-156,True,0,1,0,0,0,0,0,0,1,0,0
q19dxjp9,Closed Won,360,0,False,0,1,0,0,0,0,0,0,0,1,0
yxznmdj0,Closed Lost,360,7,False,0,1,0,0,0,0,0,0,1,0,0
tvhx5uz8,Closed Won,1680,4,False,0,0,1,0,0,0,0,0,1,0,0
q4jv35sz,Closed Lost,768,0,True,0,1,0,0,0,0,0,0,1,0,0
gb9x3s3k,Closed Won,576,3,False,0,1,0,0,0,0,0,0,1,0,0
nibocqbz,Closed Lost,960,62,True,0,1,0,0,0,0,0,0,1,0,0
vlj7idqn,Closed Won,768,6,False,0,1,0,0,0,0,0,0,1,0,0
ndqsfnzp,Closed Lost,240,39,True,0,0,1,0,0,0,0,0,0,1,0
nrnbh930,Closed Lost,200,6,True,0,0,0,0,1,0,1,0,0,0,0
ew60xg90,Demo 2,200,0,True,0,1,0,0,0,0,0,0,1,0,0
aes8nyza,Closed Lost,450,61,True,0,1,0,0,0,0,0,0,1,0,0
skm82519,Closed Lost,324,0,True,0,1,0,0,0,0,0,0,0,1,0
98ti6hxk,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
hj94bzb5,Closed Lost,1344,-44,False,0,1,0,0,0,0,0,0,1,0,0
q72cpjum,Closed Won,336,0,False,0,1,0,0,0,0,0,0,1,0,0
f4pv2ty4,Closed Lost,200,92,True,0,1,0,0,0,0,0,0,1,0,0
ve0fw3ka,Closed Won,450,31,False,0,1,0,0,0,0,0,0,1,0,0
r369w221,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
nq0pvyet,Closed Won,1344,3,False,0,1,0,0,0,0,0,0,1,0,0
y5e6pdos,Closed Won,768,0,False,0,0,0,0,1,0,0,0,1,0,0
utk3g19f,Checkbox,768,0,False,0,1,0,0,0,0,0,1,0,0,0
bz1oif8c,Closed Lost,200,7,True,0,0,1,0,0,0,0,0,1,0,0
ohw5036z,Closed Lost,960,8,False,0,1,0,0,0,0,0,0,1,0,0
2b7rc2pe,Demo 2,200,0,True,0,1,0,0,0,0,0,0,1,0,0
ouxycemo,Closed Lost,576,172,False,0,0,0,0,1,0,0,1,0,0,0
9hw5du45,Closed Lost,360,120,False,0,0,0,0,1,0,0,0,0,1,0
5c5mmau1,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
ipgap9u2,Closed Won,576,181,False,0,1,0,0,0,0,0,0,1,0,0
yvx881x6,Closed Lost,320,181,True,0,1,0,0,0,0,0,0,0,1,0
71t22ew3,Closed Lost,200,243,True,0,0,0,0,1,0,0,0,1,0,0
tgekxf4u,Closed Lost,200,1,False,0,1,0,0,0,0,0,1,0,0,0
8k9wj4it,Closed Lost,450,2,True,0,0,0,0,1,0,1,0,0,0,0
3rhdkh40,Closed Lost,768,34,True,0,1,0,0,0,0,0,0,1,0,0
ygopox36,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
e3xhgpt7,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
ac2s5vjy,Closed Lost,150,8,True,0,0,0,0,1,0,0,0,1,0,0
zxecd0ea,Closed Lost,200,4,False,0,0,1,0,0,0,0,1,0,0,0
kkdw2ip1,Closed Won,768,0,False,0,0,0,0,1,0,0,0,1,0,0
2safx0mn,Closed Won,576,0,False,0,1,0,0,0,0,0,0,0,1,0
ep1hwdoy,Closed Won,600,0,True,0,1,0,0,0,0,0,0,1,0,0
4lckd1zl,Closed Lost,200,23,False,0,0,1,0,0,0,0,0,0,1,0
sha7s80b,Closed Won,240,0,False,0,0,0,0,1,0,0,1,0,0,0
v1ple1l5,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
k2bn1nc9,Closed Won,576,31,False,0,1,0,0,0,0,0,0,0,1,0
vdlrwz17,Closed Won,240,-38,False,0,1,0,0,0,0,0,0,1,0,0
ah7o4ls4,Closed Lost,240,-83,True,0,1,0,0,0,0,0,0,1,0,0
85a50hdi,Closed Won,240,0,False,0,1,0,0,0,0,0,0,1,0,0
lvmikmeu,Closed Won,768,30,False,0,1,0,0,0,0,0,0,1,0,0
rwcfu8cm,Closed Lost,360,61,True,0,1,0,0,0,0,0,0,1,0,0
c1hjtjf1,Closed Lost,576,-84,True,0,1,0,0,0,0,0,0,1,0,0
7uxzbvsb,Closed Lost,576,24,False,0,1,0,0,0,0,1,0,0,0,0
nk833aol,Closed Lost,200,0,True,0,1,0,0,0,0,0,0,1,0,0
7lveds56,Closed Won,1344,0,False,0,1,0,0,0,0,0,0,1,0,0
of9oldgm,Closed Lost,200,8,True,0,0,0,0,1,0,0,0,0,0,1
ud2bvrja,Closed Won,768,0,False,0,0,0,0,1,0,0,0,0,1,0
8muhyflv,Closed Won,1344,0,False,0,0,0,0,1,0,0,0,1,0,0
b1wqmr17,Closed Lost,200,31,True,0,1,0,0,0,0,0,0,1,0,0
4502ot6r,Closed Lost,360,61,False,0,1,0,0,0,0,0,0,1,0,0
55bsrnuq,Closed Won,576,0,False,0,1,0,0,0,0,0,0,1,0,0
g9nakx73,Closed Won,600,0,False,0,1,0,0,0,0,0,1,0,0,0
t5yeampm,Closed Lost,200,199,False,0,0,1,0,0,0,0,0,1,0,0
pwhenu3l,Closed Won,32396,0,False,0,1,0,0,0,0,0,1,0,0,0
2ovouqlp,Closed Won,576,153,False,0,1,0,0,0,0,0,0,1,0,0
tqvjdhyb,Closed Won,360,183,False,0,1,0,0,0,0,0,1,0,0,0
lo5woafe,Closed Lost,768,244,False,0,1,0,0,0,0,0,1,0,0,0
750qvaj3,Closed Lost,768,184,False,0,1,0,0,0,0,0,0,1,0,0
8o42nx53,Closed Lost,200,0,True,0,1,0,0,0,0,0,0,1,0,0
ipj68m0j,Closed Won,768,0,False,0,1,0,0,0,0,0,0,0,1,0
qx6ceedh,Closed Won,576,0,False,0,1,0,0,0,0,0,0,0,1,0
tcrd452d,Closed Lost,360,171,True,0,0,1,0,0,0,0,0,1,0,0
jahf5u95,Closed Lost,1350,120,False,0,0,1,0,0,0,0,1,0,0,0
fngjpq88,Closed Won,300,0,False,0,1,0,0,0,0,0,0,0,1,0
hmipokzb,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
8dgz0ten,Closed Lost,960,15,True,0,1,0,0,0,0,0,0,0,1,0
utf7k590,Closed Lost,200,0,True,0,0,0,0,1,0,0,1,0,0,0
6vll8j49,Closed Lost,200,0,True,0,1,0,0,0,0,0,1,0,0,0
kfi9tr32,Closed Lost,768,4,False,0,0,1,0,0,0,0,1,0,0,0
igrf6i84,Closed Lost,240,4,False,0,0,1,0,0,0,0,1,0,0,0
vsreiwrh,Closed Won,960,0,False,0,1,0,0,0,0,0,0,1,0,0
ot199fgi,Closed Won,150,0,False,0,1,0,0,0,0,0,0,1,0,0
q2eacpbi,Closed Won,768,-68,False,0,0,1,0,0,0,0,0,1,0,0
jfsevalb,Closed Won,576,61,False,0,1,0,0,0,0,0,0,1,0,0
g6x7b787,Closed Won,960,0,True,0,1,0,0,0,0,0,0,1,0,0
7p0siv9z,Closed Lost,324,-111,True,0,1,0,0,0,0,0,0,1,0,0
mkeb53km,Closed Won,300,-30,False,0,0,1,0,0,0,0,0,1,0,0
br7pg4i3,Closed Won,360,-114,False,0,0,0,0,1,0,0,0,1,0,0
fqpjq3pu,Checkbox,150,2,False,0,0,1,0,0,0,0,0,1,0,0
uhccv4bt,Closed Lost,240,-1,False,0,1,0,0,0,0,0,0,1,0,0
64vhngrq,Closed Won,300,1,False,0,1,0,0,0,0,0,0,1,0,0
8t7ai2q8,Closed Lost,324,0,True,0,0,0,0,1,0,0,0,0,1,0
dbn6mu93,Closed Won,768,0,False,0,0,1,0,0,0,0,1,0,0,0
8tjifr62,Closed Won,768,0,False,0,0,0,1,0,0,1,0,0,0,0
qz4gpy66,Closed Won,240,0,False,0,1,0,0,0,0,0,0,0,1,0
r92it1rg,Checkbox,360,153,False,0,1,0,0,0,0,0,0,1,0,0
ikn32tlx,Closed Lost,200,30,True,0,1,0,0,0,0,0,0,1,0,0
xued64t4,Closed Lost,324,174,False,0,0,0,0,1,0,1,0,0,0,0
mdx1nn4f,Closed Lost,768,130,False,0,1,0,0,0,0,0,0,1,0,0
1aejkhg1,Closed Won,200,-60,False,0,1,0,0,0,0,0,0,1,0,0
xx82t5zl,Closed Won,1008,0,False,0,0,1,0,0,0,0,0,1,0,0
zser1o7p,Closed Lost,200,89,True,0,1,0,0,0,0,0,0,1,0,0
pnjwan8q,Closed Won,240,0,False,0,1,0,0,0,0,0,0,1,0,0
aps168jq,Closed Won,1344,0,False,0,1,0,0,0,0,0,0,1,0,0
l7y52di3,Closed Lost,960,146,True,0,1,0,0,0,0,0,1,0,0,0
kddcd1mu,Closed Won,450,0,False,0,1,0,0,0,0,0,0,1,0,0
t3eif79a,Closed Won,768,0,False,0,1,0,0,0,0,0,0,0,1,0
yiw0l7fx,Closed Lost,200,0,True,0,0,1,0,0,0,0,0,1,0,0
fzf3eevz,Closed Won,960,241,False,0,1,0,0,0,0,0,0,1,0,0
oqn97qg8,Closed Lost,240,12,False,0,1,0,0,0,0,0,0,1,0,0
hindfzlo,Closed Won,576,0,False,0,1,0,0,0,0,0,0,1,0,0
moci4413,Closed Won,1344,3,False,0,1,0,0,0,0,0,0,1,0,0
qze2p6w8,Closed Lost,324,2,False,0,1,0,0,0,0,0,0,0,0,1
y3kmkky2,Closed Won,576,20,False,0,0,0,0,1,0,0,0,1,0,0
smefmplb,Closed Lost,360,23,False,0,1,0,0,0,0,0,1,0,0,0
z52nyf59,Closed Lost,200,-114,False,0,1,0,0,0,0,0,0,1,0,0
98pp0lyi,Closed Won,1018,0,False,0,0,1,0,0,0,0,1,0,0,0
q1m6am6n,Closed Lost,1008,-111,True,0,0,0,0,1,0,0,1,0,0,0
r3fpju6a,Closed Lost,768,159,True,0,1,0,0,0,0,0,0,1,0,0
08rhrven,Closed Won,768,100,False,0,1,0,0,0,0,0,0,1,0,0
0565dpo2,Closed Won,768,31,False,0,1,0,0,0,0,0,0,1,0,0
x7g7x9ci,Closed Won,768,31,False,0,1,0,0,0,0,0,0,1,0,0
uvp77r10,Closed Won,240,31,False,0,0,0,0,1,0,1,0,0,0,0
rx7rpw84,Closed Won,576,184,False,0,1,0,0,0,0,0,0,1,0,0
zzuidn21,Closed Lost,600,111,True,0,1,0,0,0,0,0,0,1,0,0
uznt2f1u,Closed Won,1344,0,False,0,1,0,0,0,0,0,0,1,0,0
hk3hyii5,Closed Lost,960,75,True,0,0,0,0,1,0,0,0,0,1,0
5bc4f1qr,Closed Lost,200,92,True,0,0,1,0,0,0,0,0,1,0,0
agwsdnal,Closed Won,600,0,True,0,0,0,0,1,0,0,0,1,0,0
hktiwp1h,Closed Lost,360,123,False,0,1,0,0,0,0,0,0,1,0,0
ax2u4crk,Closed Lost,1344,146,True,0,0,1,0,0,0,0,1,0,0,0
hvi4aign,Closed Lost,200,0,True,0,1,0,0,0,0,0,0,1,0,0
hr4biknq,Closed Lost,18150,214,True,0,1,0,0,0,0,0,0,0,1,0
m684mgsf,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
nh52mhxf,Closed Won,1008,31,False,0,1,0,0,0,0,0,0,1,0,0
ewsl9f2l,Closed Won,240,0,False,0,1,0,0,0,0,0,0,1,0,0
rx8nz4u3,Closed Won,450,0,False,0,1,0,0,0,0,0,0,1,0,0
kdep0gcz,Closed Lost,772,14,True,0,0,0,0,1,0,0,0,1,0,0
18zqbqod,Closed Lost,150,3,True,0,1,0,0,0,0,0,1,0,0,0
wj7nngg6,Closed Won,360,0,False,0,0,0,0,1,0,0,0,1,0,0
msbi32gq,Closed Lost,150,0,True,0,1,0,0,0,0,0,0,1,0,0
n87copjo,Closed Won,768,1,False,0,0,1,0,0,0,0,1,0,0,0
3sx1is3d,Closed Lost,240,0,True,0,0,0,0,1,0,0,0,1,0,0
8iooaqbn,Closed Won,960,0,False,0,0,1,0,0,0,1,0,0,0,0
b35a3a7i,Closed Won,150,0,False,0,1,0,0,0,0,0,0,1,0,0
vmw82azy,Closed Lost,600,3,False,0,0,1,0,0,0,0,1,0,0,0
44pzwg4o,Closed Won,240,3,False,0,0,0,0,1,0,0,0,1,0,0
un47ghwa,Closed Lost,360,3,True,0,1,0,0,0,0,0,0,1,0,0
65bt31yn,Closed Lost,576,-113,True,0,1,0,0,0,0,1,0,0,0,0
cpjsvlmm,Closed Won,360,0,False,0,0,1,0,0,0,0,0,0,1,0
dlysgn8g,Closed Won,600,0,False,0,1,0,0,0,0,0,0,1,0,0
rdiwi2z6,Closed Won,768,0,False,0,1,0,0,0,0,1,0,0,0,0
4nrcyend,Closed Won,77462,0,False,0,1,0,0,0,0,0,0,1,0,0
g750ren4,Closed Won,300,0,False,0,1,0,0,0,0,0,0,1,0,0
j762mn8t,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
of0x9skf,Closed Lost,200,66,False,0,1,0,0,0,0,0,0,1,0,0
x9b1y7bl,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
qo5dsrxg,Demo 1,360,92,False,0,0,1,0,0,0,0,0,0,1,0
y80rze8a,Closed Lost,150,153,False,0,1,0,0,0,0,0,1,0,0,0
oym2dpul,Closed Lost,360,153,False,0,1,0,0,0,0,0,0,1,0,0
x1gxy4h9,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
zocv0i5v,Closed Lost,360,66,False,0,1,0,0,0,0,0,0,1,0,0
89u1po8h,Closed Lost,324,-9,True,0,0,0,0,1,0,0,0,1,0,0
vixb2iki,Checkbox,360,-26,False,0,0,1,0,0,0,0,1,0,0,0
srxxn94y,Closed Won,360,-183,False,0,1,0,0,0,0,0,0,1,0,0
puzrfkyu,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
c5twsgl9,Closed Lost,200,80,True,0,0,1,0,0,0,0,0,1,0,0
cq1cq3iw,Closed Won,240,30,False,0,1,0,0,0,0,0,0,1,0,0
54i7tokb,Closed Lost,240,0,True,0,1,0,0,0,0,0,0,1,0,0
sor1qzeb,Closed Won,768,0,False,0,0,0,0,1,0,0,0,0,1,0
xahk5fgb,Closed Won,300,0,False,0,1,0,0,0,0,0,0,1,0,0
qhhwe4kh,Closed Won,360,0,False,0,0,0,0,1,0,0,0,1,0,0
7eja0psv,Closed Lost,1008,92,True,0,0,1,0,0,0,0,0,0,1,0
0yycxiyt,Closed Won,300,0,False,0,0,0,0,1,0,0,0,1,0,0
0t4u28vh,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
1s2745io,Closed Won,450,38,False,0,1,0,0,0,0,0,0,1,0,0
yasjxvp4,Closed Won,960,0,False,0,1,0,0,0,0,1,0,0,0,0
ku5hsg15,Closed Lost,3630,-133,True,0,1,0,0,0,0,0,0,1,0,0
hiop16vr,Closed Won,300,0,False,0,0,0,0,1,0,0,1,0,0,0
tt2lx02k,Closed Won,300,3,False,0,1,0,0,0,0,0,0,1,0,0
7ftwo9rx,Closed Lost,18150,3,True,0,1,0,0,0,0,0,0,1,0,0
kmciito0,Closed Won,240,3,False,0,1,0,0,0,0,0,0,1,0,0
3fodmi5o,Closed Lost,240,2,True,0,0,0,0,1,0,0,0,1,0,0
52i3y937,Closed Won,150,0,False,0,1,0,0,0,0,0,1,0,0,0
n331aqh8,Checkbox,450,-145,False,0,1,0,0,0,0,0,0,1,0,0
7nzg1wog,Closed Won,600,0,True,0,1,0,0,0,0,0,1,0,0,0
2m0nb1g2,Closed Lost,324,61,True,0,0,0,0,1,0,0,0,1,0,0
3fk65815,Closed Won,240,0,False,0,1,0,0,0,0,0,0,1,0,0
bihg53fo,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
mzvcejfg,Closed Lost,360,-9,True,0,1,0,0,0,0,0,0,1,0,0
qc0oyc7q,Closed Won,576,0,False,0,1,0,0,0,0,0,0,1,0,0
6nmjaxvf,Closed Won,450,69,False,0,1,0,0,0,0,0,0,1,0,0
lh4mj43j,Closed Won,240,0,False,0,1,0,0,0,0,0,0,0,1,0
spkiuxkb,Closed Won,1344,0,False,0,0,1,0,0,0,1,0,0,0,0
2os2ef1r,Closed Won,240,0,False,0,0,1,0,0,0,0,1,0,0,0
iis260x1,Closed Lost,200,-91,False,0,1,0,0,0,0,0,0,0,1,0
eiiia7vv,Closed Lost,960,92,True,0,1,0,0,0,0,0,0,1,0,0
82ixu2na,Closed Won,768,0,False,0,1,0,0,0,0,0,0,0,1,0
stev7r0c,Closed Lost,200,53,False,0,1,0,0,0,0,0,0,1,0,0
q4548tw8,Closed Lost,960,36,False,0,1,0,0,0,0,0,0,1,0,0
ls9j1kcs,Closed Won,576,0,False,0,0,0,1,0,0,0,0,1,0,0
m1pjk9se,Demo 1,0,0,True,0,0,0,0,1,0,0,0,1,0,0
z46spzsk,Closed Won,768,81,False,0,1,0,0,0,0,1,0,0,0,0
xrkgbyh6,Closed Won,1008,0,False,0,1,0,0,0,0,0,0,0,1,0
qxsow83f,Closed Lost,200,3,True,0,0,0,0,1,0,0,1,0,0,0
4brkhx3h,Closed Lost,768,64,True,0,1,0,0,0,0,0,0,1,0,0
hddjii12,Closed Lost,200,8,False,0,1,0,0,0,0,0,0,1,0,0
ov0ccurn,Closed Won,768,0,False,0,0,0,0,1,0,0,0,1,0,0
pk97avtv,Closed Lost,200,78,True,0,1,0,0,0,0,0,0,1,0,0
61dk2dhd,Closed Won,150,0,True,0,1,0,0,0,0,0,0,1,0,0
9lao94p2,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
zzaotiek,Closed Won,150,1,False,0,0,0,0,1,0,0,0,1,0,0
t1971nfo,Closed Lost,200,21,False,0,1,0,0,0,0,0,1,0,0,0
mi1p73sr,Closed Lost,35856,1,False,0,1,0,0,0,0,0,0,1,0,0
15jhl64b,Closed Won,576,1,False,0,1,0,0,0,0,0,0,1,0,0
ab4673cz,Closed Lost,360,2,False,0,1,0,0,0,0,0,0,1,0,0
mn57wylw,Closed Lost,200,123,False,0,1,0,0,0,0,0,0,1,0,0
pp3iatay,Closed Lost,600,0,False,0,1,0,0,0,0,0,0,1,0,0
w9rd0iz4,Closed Won,32396,0,False,0,1,0,0,0,0,0,0,1,0,0
z49ye40k,Closed Lost,200,14,False,0,1,0,0,0,0,0,0,1,0,0
suzf7jht,Closed Won,768,1,False,0,1,0,0,0,0,0,0,1,0,0
zxgx74dr,Closed Won,450,1,False,0,1,0,0,0,0,0,1,0,0,0
18sbog39,Closed Lost,360,35,True,0,0,0,0,1,0,0,0,1,0,0
gsgppfiu,Closed Won,768,2,False,0,0,0,0,1,0,0,0,0,1,0
dhsjukiv,Closed Lost,576,3,True,0,1,0,0,0,0,0,0,1,0,0
8ixhl519,Closed Lost,1344,16,False,0,1,0,0,0,0,0,0,1,0,0
wzu101jv,Closed Won,960,0,False,0,1,0,0,0,0,0,0,1,0,0
491ps673,Closed Won,240,-44,False,0,1,0,0,0,0,0,0,1,0,0
v9sz9ixv,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
t40ywbo4,Closed Won,32396,0,False,0,1,0,0,0,0,0,0,1,0,0
h8ggv5xh,Closed Won,240,31,False,0,0,0,0,1,0,1,0,0,0,0
qzjt89vn,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
lzcl3a7u,Closed Lost,1008,122,False,0,1,0,0,0,0,0,0,1,0,0
zptwoiyk,Closed Lost,0,0,False,0,0,0,0,1,0,0,0,1,0,0
69nrfefc,Closed Won,360,0,False,0,1,0,0,0,0,0,0,1,0,0
bekqtdqq,Closed Won,360,1,False,0,1,0,0,0,0,0,1,0,0,0
zyqc7jrx,Closed Won,576,1,False,0,1,0,0,0,0,0,0,1,0,0
lh737ak9,Closed Won,32396,0,False,0,0,0,0,1,0,0,0,1,0,0
mrk3fsf8,Negotiation,0,-13,True,0,1,0,0,0,0,0,1,0,0,0
vqb6x9go,Closed Won,768,0,False,0,1,0,0,0,0,0,0,1,0,0
lymv8wf8,Closed Won,768,0,False,0,1,0,0,0,0,1,0,0,0,0
m778i35h,Closed Won,360,0,False,0,1,0,0,0,0,0,1,0,0,0
qa11tszu,Closed Won,120,3,False,0,0,0,0,1,0,0,0,1,0,0
ko7lxu1t,Closed Won,240,30,False,0,1,0,0,0,0,0,0,1,0,0
iixhznlj,Closed Won,360,0,False,0,0,1,0,0,0,0,1,0,0,0
u73wv5s2,Closed Won,600,0,True,0,1,0,0,0,0,0,0,1,0,0
a2qx5lsc,Closed Won,150,0,False,0,0,1,0,0,0,0,0,0,1,0
zni2zlbl,Closed Lost,768,8,False,0,1,0,0,0,0,1,0,0,0,0
7q2n81mo,Closed Lost,0,0,True,0,0,0,0,1,0,0,0,1,0,0
2ib10nk2,Checkbox,240,1,False,0,1,0,0,0,0,0,0,1,0,0
f5gemc9j,Closed Won,576,0,False,0,0,1,0,0,0,1,0,0,0,0
