Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason
fjjzyf7z,Educational Seminars,Closed Lost,2019-12-02,2019-07-21,324.0,Not_Specified,operations,no response
6f2youly,Educational Seminars,Closed Won,2019-07-14,2019-03-03,768.0,HALFYEAR20G,quality of delivery,Not_Specified
33qu6crg,Sports Events,Closed Won,2019-07-15,2019-07-15,360.0,DISCOUNT25QUICK,Not_Specified,Not_Specified
brlh7xh9,Corporate Events,Closed Won,2018-02-03,2018-06-03,150.0,ECONOMY75DISCOUNT,financial control,Not_Specified
ykdbasaz,Corporate Events,Closed Lost,2019-07-10,2019-01-04,0.0,Not_Specified,quality of delivery,not target
jpy2yvai,Corporate Events,Closed Won,2019-07-10,2019-07-10,450.0,TRIALFREE,financial control,Not_Specified
pnzvissb,Sports Events,Closed Won,2019-07-21,2019-07-21,0.0,NOCOSTREG,Not_Specified,Not_Specified
6rq0mcq5,Corporate Events,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,quality of delivery,Not_Specified
i747r9p2,Corporate Events,Closed Won,2019-07-21,2019-07-21,576.0,2SEMESTERS20SALE,operations,Not_Specified
rmmmbtxd,Corporate Events,Closed Won,2019-07-21,2019-07-21,300.0,MONTH50CUTBACK,operations,Not_Specified
55iv95ya,Corporate Events,Closed Won,2018-11-12,2019-02-18,2400.0,ANNUAL60DEAL,financial control,Not_Specified
1tu48820,Educational Seminars,Closed Won,2019-01-21,2019-01-21,960.0,YEARLY60,financial control,Not_Specified
0eaw1t1n,Educational Seminars,Closed Won,2019-04-09,2019-04-09,768.0,HALFYEAR20G,operations,Not_Specified
vzuydy9m,Corporate Events,Closed Won,2018-06-10,2018-06-10,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified
2w5ksdnm,Corporate Events,Closed Won,2019-03-17,2019-03-17,1344.0,YEARLY30PROMO,operations,Not_Specified
1mpl8scl,Corporate Events,Closed Won,2019-04-21,2019-04-21,768.0,2SEMESTERS20OFF,financial control,Not_Specified
n5kjfmeu,Educational Seminars,Closed Won,2018-09-09,2018-09-23,576.0,HALFSEASON20G,financial control,Not_Specified
i9gc9k1a,Corporate Events,Closed Won,2019-11-02,2019-07-08,300.0,MONTH50CUTBACK,Not_Specified,Not_Specified
5syois79,Corporate Events,Closed Won,2019-12-02,2019-12-02,690.0,MONTH50REBATE,operations,Not_Specified
jwv1rdjm,Sports Events,Closed Won,2019-08-02,2019-08-02,768.0,HALFYEAR20G,financial control,Not_Specified
7eyzx5ox,Corporate Events,Closed Won,2019-07-15,2019-07-15,2688.0,YEARLY30PROMO,operations,Not_Specified
gwc6ztds,Sports Events,Closed Won,2018-10-06,2018-11-10,768.0,HALFYEAR20G,operations,Not_Specified
qig8dgqx,Educational Seminars,Closed Lost,2019-07-15,2019-07-26,768.0,HALFYEAR20G,operations,no response
clehwqhn,Corporate Events,Closed Lost,2019-07-22,2019-08-13,960.0,Not_Specified,operations,lost to competitor
rmcczz1e,Corporate Events,Closed Won,2019-07-22,2019-07-22,120.0,3QUARTERS75CUT,operations,Not_Specified
eoemb8ux,Corporate Events,Closed Won,2019-01-02,2019-01-02,1008.0,RENEWYEAR30,Not_Specified,Not_Specified
k32k8l48,Sports Events,Closed Won,2018-12-17,2018-12-17,768.0,HALFYEAR20G,financial control,Not_Specified
shsdyfbg,Sports Events,Closed Won,2019-07-08,2019-07-24,0.0,NOCOSTREG,operations,Not_Specified
hmgapksr,Corporate Events,Closed Won,2018-12-11,2018-12-11,450.0,FIFTYSAVINGS,operations,Not_Specified
gxedwcsb,Corporate Events,Closed Won,2019-12-02,2019-07-15,150.0,QUARTERLY75OFF,Not_Specified,Not_Specified
simclpxb,Corporate Events,Closed Won,2019-07-09,2019-07-09,150.0,QUARTERLY75OFF,financial control,Not_Specified
etm2dyxw,Corporate Events,Closed Won,2019-10-27,2019-10-27,1344.0,YEARLY30PROMO,operations,Not_Specified
qqwjepmw,Sports Events,Checkbox,2019-06-15,2019-07-08,120.0,MONTH75SAVINGS,financial control,Not_Specified
9jtqo61j,Corporate Events,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,Not_Specified
c98xv3is,Educational Seminars,Closed Won,2019-07-15,2019-07-17,1344.0,ANNUAL30BONUS,financial control,Not_Specified
xgc0afks,Sports Events,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,Not_Specified,Not_Specified
ce9tfu7k,Sports Events,Closed Lost,2019-07-09,2019-07-15,150.0,NOCOSTREG,operations,lost to competitor
iud4ha3a,Educational Seminars,Closed Won,2019-07-15,2019-08-17,1344.0,ANNUAL30BONUS,financial control,Not_Specified
j2tbx66j,Corporate Events,Closed Won,2019-07-15,2019-07-15,1344.0,YEARLY30PROMO,financial control,Not_Specified
idli3s6a,Educational Seminars,Negotiation,2019-07-15,2019-07-16,0.0,Not_Specified,financial control,Not_Specified
ifw6mxx8,Sports Events,Closed Won,2019-07-15,2019-07-16,1344.0,ANNUAL30BONUS,operations,Not_Specified
wuu1hrrl,Corporate Events,Closed Won,2019-06-25,2019-04-02,120.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified
szpqrsf6,Corporate Events,Closed Won,2019-07-15,2019-07-15,768.0,2SEMESTERS20OFF,operations,Not_Specified
zkaet352,Corporate Events,Closed Won,2019-01-02,2019-01-02,360.0,SAVE25LESS,operations,Not_Specified
8wrpibab,Corporate Events,Closed Won,2019-07-15,2019-07-15,324.0,10OFFREDUCED,financial control,Not_Specified
gdzbh7jv,Corporate Events,Closed Won,2019-06-02,2019-06-02,1344.0,YEARLY30PROMO,operations,Not_Specified
5bwkyy38,Corporate Events,Closed Won,2019-07-15,2019-07-16,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified
tfl9fvjl,Corporate Events,Closed Won,2019-07-21,2019-07-21,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
i9ayw9z0,Corporate Events,Closed Won,2018-07-25,2018-07-25,450.0,TRIALFREE,operations,Not_Specified
esjh2u1l,Corporate Events,Closed Won,2019-09-30,2019-07-02,768.0,MONTHSAVE25DEAL,financial control,Not_Specified
j25ax9ii,Sports Events,Closed Won,2018-02-06,2018-03-06,240.0,SAVEMONTH50G,operations,Not_Specified
2y2rhv7r,Corporate Events,Closed Won,2018-03-04,2018-03-04,576.0,2SEMESTERS20SALE,operations,Not_Specified
xypl5m3x,Educational Seminars,Checkbox,2019-07-08,2019-07-09,324.0,SLASH10,Not_Specified,Not_Specified
zb0pg7f6,Sports Events,Checkbox,2019-03-12,2019-07-13,768.0,HALFYEAR20G,operations,Not_Specified
m3ui02u5,Corporate Events,Closed Lost,2019-05-02,2019-07-15,150.0,NOCOSTREG,operations,no response
5hzknyze,Educational Seminars,Closed Lost,2019-07-09,2019-07-09,360.0,25GIFT,financial control,price
cvthemxh,Corporate Events,Closed Won,2019-07-10,2019-07-10,360.0,SAVE25LESS,operations,Not_Specified
l2b0sfrj,Sports Events,Closed Won,2019-07-16,2019-07-21,768.0,HALFYEAR20G,financial control,Not_Specified
1b3np159,Educational Seminars,Closed Won,2019-07-16,2019-07-17,360.0,25GIFT,financial control,Not_Specified
ug8mhizi,Educational Seminars,Closed Lost,2019-07-16,2019-07-20,1344.0,RENEWYEAR30,financial control,lost to competitor
pm9qdr69,Educational Seminars,Checkbox,2019-07-16,2019-07-17,576.0,HALFSEASON20G,operations,Not_Specified
k8wkyf0j,Sports Events,Closed Won,2019-07-16,2019-07-22,600.0,PROMOCODE,operations,Not_Specified
frvn49r9,Corporate Events,Closed Won,2018-09-10,2018-09-11,768.0,2SEMESTERS20OFF,operations,Not_Specified
183u17g7,Corporate Events,Closed Won,2018-03-06,2018-03-06,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified
57wj46f7,Educational Seminars,Closed Won,2018-10-10,2018-10-10,1344.0,ANNUAL30BONUS,financial control,Not_Specified
2ai8pgfn,Sports Events,Closed Won,2019-08-02,2019-08-02,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
ajyomveb,Corporate Events,Closed Won,2018-09-22,2018-09-25,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified
2tmgxq5h,Sports Events,Closed Won,2019-06-02,2019-08-02,672.0,YEARLY60,Not_Specified,Not_Specified
5ycntdsp,Corporate Events,Closed Won,2019-12-02,2019-12-02,768.0,2SEMESTERS20OFF,operations,Not_Specified
edthoai0,Sports Events,Closed Won,2018-06-17,2018-06-17,960.0,BIANNUAL20,operations,Not_Specified
4qyniiss,Corporate Events,Closed Won,2018-08-04,2018-08-04,1344.0,YEARLY30PROMO,operations,Not_Specified
ofektjwg,Corporate Events,Closed Won,2019-01-28,2019-03-28,150.0,ECONOMY75DISCOUNT,operations,Not_Specified
asart6jm,Corporate Events,Closed Won,2019-08-28,2019-08-28,1344.0,YEARLY30PROMO,operations,Not_Specified
uga948oi,Corporate Events,Closed Won,2019-03-25,2019-03-25,300.0,MONTH50CUTBACK,operations,Not_Specified
7bgmt80d,Educational Seminars,Checkbox,2019-07-10,2019-07-14,1008.0,RENEWYEAR30,time saving,Not_Specified
bd5shnni,Corporate Events,Closed Won,2019-01-09,2019-01-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
is8pduu5,Educational Seminars,Closed Won,2019-07-10,2019-08-13,768.0,HALFYEAR20G,financial control,Not_Specified
8e1k9z97,Sports Events,Closed Won,2019-02-09,2019-02-09,1344.0,ANNUAL30BONUS,operations,Not_Specified
dc4gynto,Corporate Events,Closed Won,2019-01-02,2019-12-02,240.0,MONTH50REBATE,operations,Not_Specified
it8qhckb,Sports Events,Negotiation,2019-05-02,2019-12-02,2640.0,Not_Specified,time saving,Not_Specified
hoyt4tw4,Educational Seminars,Closed Lost,2019-05-02,2019-07-26,360.0,Not_Specified,financial control,no response
3laf12h3,Corporate Events,Closed Lost,2019-06-02,2019-12-02,576.0,2SEMESTERS20SALE,financial control,lost to competitor
6mxa6wcu,Corporate Events,Closed Won,2019-11-29,2019-11-29,1344.0,YEARLY30PROMO,operations,Not_Specified
l3gf5jpi,Corporate Events,Closed Won,2019-10-30,2019-10-30,768.0,2SEMESTERS20OFF,operations,Not_Specified
f4b5dox1,Corporate Events,Closed Won,2019-12-02,2019-12-02,240.0,MONTH50REBATE,Not_Specified,Not_Specified
zre3bpga,Corporate Events,Closed Won,2018-09-22,2018-09-23,324.0,10OFFREDUCED,quality of delivery,Not_Specified
cgdokoa5,Sports Events,Closed Won,2018-02-04,2018-09-04,360.0,25GIFT,operations,Not_Specified
dbt83h0s,Corporate Events,Closed Won,2019-06-23,2019-06-23,768.0,2SEMESTERS20OFF,operations,Not_Specified
sn4v15uo,Sports Events,Closed Won,2019-02-10,2019-02-13,768.0,HALFYEAR20G,financial control,Not_Specified
l8x4jc6j,Corporate Events,Closed Lost,2019-07-08,2019-07-14,240.0,MONTH50REBATE,operations,no response
7h6ag1e7,Corporate Events,Closed Won,2019-04-13,2019-04-13,240.0,MONTH50REBATE,operations,Not_Specified
1oe4j4n2,Educational Seminars,Closed Won,2019-05-12,2019-05-12,1344.0,ANNUAL30BONUS,operations,Not_Specified
hjwdqe41,Educational Seminars,Closed Won,2019-11-26,2019-11-26,576.0,HALFSEASON20G,operations,Not_Specified
gub76mlt,Sports Events,Closed Won,2019-07-08,2019-07-08,240.0,SAVEMONTH50G,quality of delivery,Not_Specified
ibreb91k,Educational Seminars,Closed Lost,2019-07-16,2019-07-17,240.0,NOCOSTREG,operations,lost to competitor
at50rzso,Corporate Events,Closed Won,2018-04-05,2018-10-09,1680.0,YEARLY30DISCOUNT,Not_Specified,Not_Specified
xdebpffu,Sports Events,Closed Won,2019-11-02,2019-07-15,240.0,SAVEMONTH50G,operations,Not_Specified
rnku3g3w,Educational Seminars,Closed Won,2018-12-19,2018-12-19,1008.0,RENEWYEAR30,quality of delivery,Not_Specified
by8z5w3n,Corporate Events,Closed Won,2019-11-26,2019-11-26,768.0,2SEMESTERS20OFF,operations,Not_Specified
jhxtgf9s,Corporate Events,Closed Won,2019-07-08,2019-07-08,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
fmvkzgge,Educational Seminars,Closed Won,2019-06-16,2019-06-16,576.0,HALFSEASON20G,Not_Specified,Not_Specified
ddljiugk,Sports Events,Closed Won,2018-03-06,2018-11-06,768.0,HALFYEAR20G,operations,Not_Specified
63mb97n3,Sports Events,Closed Won,2019-04-09,2019-04-09,768.0,HALFYEAR20G,operations,Not_Specified
zzua9jrh,Sports Events,Closed Won,2019-11-02,2019-11-02,324.0,SLASH10,operations,Not_Specified
79dn9cl6,Sports Events,Closed Lost,2019-07-02,2019-11-02,150.0,Not_Specified,Not_Specified,no product fit
ffepcl5f,Sports Events,Closed Lost,2019-08-02,2019-11-02,150.0,Not_Specified,operations,lost to competitor
b4xo21rk,Corporate Events,Checkbox,2019-08-02,2019-07-14,1344.0,YEARLY30PROMO,operations,Not_Specified
8lfb1uro,Educational Seminars,Closed Won,2019-01-09,2019-01-15,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified
fc9nvl1m,Corporate Events,Checkbox,2019-02-12,2019-02-12,768.0,2SEMESTERS20OFF,operations,Not_Specified
6ztfe3e6,Educational Seminars,Demo 2,2019-07-16,2019-07-16,200.0,Not_Specified,Not_Specified,Not_Specified
vxnduffz,Corporate Events,Closed Lost,2019-12-02,2019-07-13,240.0,MONTH50REBATE,operations,not target
z49bqgqi,Corporate Events,Closed Won,2019-05-26,2019-05-26,1344.0,YEARLY30PROMO,financial control,Not_Specified
c512twnt,Corporate Events,Closed Lost,2019-06-02,2019-07-26,324.0,Not_Specified,operations,no response
x68m3tbs,Corporate Events,Closed Won,2019-07-21,2019-07-21,360.0,SAVE25LESS,operations,Not_Specified
ofolb7dk,Corporate Events,Closed Won,2019-05-19,2019-05-19,768.0,2SEMESTERS20OFF,operations,Not_Specified
h5x1j2g9,Corporate Events,Closed Lost,2019-06-17,2019-06-17,360.0,MONTHSAVE25DEAL,operations,not target
rgo53xvm,Educational Seminars,Closed Lost,2019-04-02,2019-06-02,240.0,ECONOMY50GIFT,operations,no response
jmmfbpk7,Educational Seminars,Closed Lost,2019-06-12,2019-06-25,150.0,Not_Specified,quality of delivery,no response
kuauz14x,Corporate Events,Closed Lost,2019-06-18,2019-06-18,200.0,Not_Specified,operations,no response
17l95usd,Sports Events,Closed Won,2018-06-09,2018-06-11,768.0,HALFYEAR20G,quality of delivery,Not_Specified
yvsw3r4f,Educational Seminars,Checkbox,2019-05-22,2019-05-22,77462.0,ECONOMYDEAL,operations,Not_Specified
p5qe5ky0,Educational Seminars,Closed Lost,2019-05-02,2019-06-02,1344.0,ANNUAL30BONUS,operations,lost to competitor
yve105jn,Educational Seminars,Closed Won,2018-08-01,2018-08-01,768.0,HALFYEAR20G,Not_Specified,Not_Specified
it5h61xb,Corporate Events,Closed Won,2018-10-07,2018-10-07,768.0,2SEMESTERS20OFF,operations,Not_Specified
ok5zui1q,Educational Seminars,Closed Won,2019-06-02,2019-07-08,148764.0,DOUBLE25SAVING,operations,Not_Specified
dnnn222p,Corporate Events,Closed Lost,2019-06-02,2019-07-08,768.0,Not_Specified,operations,lost to competitor
d88v2hc7,Educational Seminars,Closed Won,2019-06-18,2019-06-18,360.0,25GIFT,operations,Not_Specified
sn2rvsvn,Corporate Events,Closed Won,2019-03-11,2019-03-26,960.0,ANNUAL60DEAL,operations,Not_Specified
0btrb0a8,Educational Seminars,Closed Lost,2019-06-22,2019-07-14,240.0,SAVEMONTH50G,operations,no response
7zqale9u,Corporate Events,Closed Won,2019-06-23,2019-06-23,240.0,DISCOUNT50POWER,operations,Not_Specified
jnk7s6c8,Corporate Events,Closed Won,2019-06-24,2019-06-24,360.0,SAVE25LESS,operations,Not_Specified
twrigal9,Sports Events,Closed Won,2019-02-16,2019-02-20,240.0,SAVEMONTH50G,operations,Not_Specified
yvivq746,Sports Events,Closed Won,2019-06-02,2019-06-02,120.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified
smbo0z3o,Corporate Events,Closed Won,2018-10-06,2018-12-06,1344.0,YEARLY30PROMO,operations,Not_Specified
nnjd1c1y,Sports Events,Closed Won,2019-07-08,2019-07-08,1344.0,ANNUAL30BONUS,operations,Not_Specified
kqw1c7tj,Corporate Events,Closed Won,2019-11-02,2019-11-02,768.0,2SEMESTERS20OFF,operations,Not_Specified
ku2z3k5m,Corporate Events,Closed Lost,2019-06-01,2019-06-25,148762.0,MIDYEAR50SAVE,Not_Specified,no response
l7awiatp,Educational Seminars,Closed Lost,2019-07-10,2019-07-26,768.0,HALFYEAR20G,operations,no budget
xicygoio,Corporate Events,Closed Won,2018-12-23,2019-01-19,960.0,ANNUAL60DEAL,operations,Not_Specified
76t6z2up,Corporate Events,Closed Won,2019-03-27,2019-04-26,240.0,DISCOUNT50POWER,financial control,Not_Specified
lts4wrb6,Corporate Events,Closed Won,2019-01-12,2019-01-12,1344.0,YEARLY30PROMO,operations,Not_Specified
hgdxh1wq,Educational Seminars,Closed Won,2019-07-16,2019-07-16,324.0,SLASH10,operations,Not_Specified
n3c65da3,Educational Seminars,Closed Won,2019-07-16,2019-07-24,0.0,NOCOSTREG,financial control,Not_Specified
pnzvissb,Sports Events,Closed Lost,2019-07-16,2019-07-16,200.0,NOCOSTREG,financial control,no product fit
nzzc336e,Corporate Events,Closed Won,2019-07-16,2019-07-16,324.0,10OFFREDUCED,operations,Not_Specified
dpivugpk,Educational Seminars,Closed Won,2019-07-21,2019-07-21,14876.0,MONTH75SPECIAL,operations,Not_Specified
anusqayo,Educational Seminars,Closed Won,2019-07-21,2019-07-16,0.0,NOCOSTREG,Not_Specified,Not_Specified
vs1d9b6t,Sports Events,Closed Lost,2019-07-21,2019-08-28,0.0,NOCOSTREG,Not_Specified,lost to competitor
cxlxvt6o,Corporate Events,Closed Lost,2019-08-01,2019-06-25,360.0,SAVE25LESS,financial control,no product fit
xi6xutjn,Educational Seminars,Closed Lost,2019-06-08,2019-06-25,750.0,ECONOMY50SPECIAL,Not_Specified,no response
ws2l6t2w,Educational Seminars,Closed Won,2019-06-12,2019-06-15,360.0,25GIFT,Not_Specified,Not_Specified
qkwtyijb,Educational Seminars,Closed Lost,2019-09-26,2019-01-26,200.0,SAVINGSLIGHT,operations,lost to competitor
wfwovpaj,Sports Events,Closed Won,2019-04-02,2019-07-16,240.0,SAVEMONTH50G,operations,Not_Specified
hdts50lm,Sports Events,Checkbox,2019-08-01,2019-06-09,360.0,25GIFT,operations,Not_Specified
u7m3k169,Corporate Events,Closed Won,2019-06-25,2019-07-02,360.0,MONTHSAVE25DEAL,operations,Not_Specified
49w8d6ef,Corporate Events,Checkbox,2019-07-08,2019-07-08,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified
xbu69c32,Sports Events,Closed Won,2019-07-08,2019-07-08,150.0,MONTH75SPECIAL,Not_Specified,Not_Specified
cuok164h,Sports Events,Closed Won,2019-07-08,2019-07-08,768.0,HALFYEAR20G,operations,Not_Specified
pgvebuqa,Sports Events,Closed Lost,2019-07-08,2019-07-08,0.0,Not_Specified,operations,no budget
m8xtkrsf,Educational Seminars,Closed Lost,2019-12-02,2019-07-25,240.0,ANNUAL30BONUS,time saving,no response
1eqp5n1c,Educational Seminars,Closed Won,2019-04-22,2019-04-22,360.0,25GIFT,operations,Not_Specified
8s2c10q1,Corporate Events,Closed Won,2019-01-22,2019-01-22,960.0,ANNUAL60DEAL,financial control,Not_Specified
2jlbmxq1,Corporate Events,Closed Won,2019-05-12,2019-05-12,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
lpat7i1k,Corporate Events,Closed Won,2018-10-13,2018-10-17,960.0,ANNUAL60DEAL,operations,Not_Specified
l4zklv8f,Corporate Events,Closed Won,2018-10-13,2018-10-13,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified
ile4y30z,Educational Seminars,Closed Won,2019-07-17,2019-07-20,360.0,DISCOUNT25QUICK,financial control,Not_Specified
4gmsugkb,Corporate Events,Closed Won,2019-07-17,2019-07-24,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified
hdyv1cpu,Sports Events,Closed Won,2019-07-17,2019-07-17,360.0,25GIFT,operations,Not_Specified
0vhmxha6,Corporate Events,Closed Won,2019-07-17,2019-07-17,360.0,MONTHSAVE25DEAL,operations,Not_Specified
ryaix8j9,Educational Seminars,Closed Lost,2019-07-14,2019-07-26,200.0,Not_Specified,financial control,lost to competitor
6ulae1zi,Corporate Events,Closed Won,2019-09-28,2019-09-28,768.0,2SEMESTERS20OFF,operations,Not_Specified
u5t1is3m,Sports Events,Closed Lost,2019-07-08,2019-07-16,0.0,Not_Specified,time saving,price
tzeqagv8,Corporate Events,Closed Won,2019-01-20,2019-01-21,960.0,YEARLY60,operations,Not_Specified
u7sl6bjg,Corporate Events,Closed Lost,2019-11-02,2019-07-09,768.0,2SEMESTERS20OFF,quality of delivery,no response
zya7koxr,Corporate Events,Closed Lost,2019-06-16,2019-08-02,360.0,MONTHSAVE25DEAL,financial control,no budget
3rln1ifx,Corporate Events,Closed Lost,2019-06-02,2019-06-25,240.0,MONTH50REBATE,operations,no response
fzmx5c3a,Corporate Events,Closed Lost,2019-04-23,2019-04-25,360.0,SAVE25LESS,Not_Specified,no response
y2mk69si,Educational Seminars,Closed Lost,2019-02-01,2019-06-25,768.0,HALFYEAR20G,operations,no response
ualpvduv,Educational Seminars,Closed Won,2019-08-01,2019-06-25,120.0,GRAND75SAVING,time saving,Not_Specified
rp7naq09,Corporate Events,Closed Won,2019-05-02,2019-05-02,360.0,SAVE25LESS,operations,Not_Specified
wwce9snq,Corporate Events,Closed Won,2018-06-10,2018-06-10,240.0,DISCOUNT50POWER,operations,Not_Specified
sw157pk5,Corporate Events,Closed Won,2019-11-02,2019-11-02,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified
s2g9yj20,Corporate Events,Closed Won,2019-11-02,2019-11-02,1344.0,YEARLY30PROMO,operations,Not_Specified
hpttw6qf,Corporate Events,Closed Won,2018-08-01,2018-08-01,9616.0,SEMESTER20DEALAGAIN,operations,Not_Specified
ji8kh9lq,Corporate Events,Closed Won,2018-08-19,2018-08-19,360.0,SAVE25LESS,operations,Not_Specified
0pegiisz,Corporate Events,Closed Won,2018-02-07,2018-02-07,768.0,2SEMESTERS20OFF,operations,Not_Specified
83rg6i03,Educational Seminars,Closed Lost,2019-06-02,2019-07-17,324.0,Not_Specified,operations,no response
z1zigpp5,Educational Seminars,Closed Won,2019-06-26,2019-06-26,150.0,MONTH75SPECIAL,operations,Not_Specified
n9qjc051,Corporate Events,Closed Won,2019-12-02,2019-12-02,1344.0,YEARLY30PROMO,operations,Not_Specified
zpdntxv4,Corporate Events,Closed Won,2019-06-02,2019-06-02,240.0,MONTH50REBATE,Not_Specified,Not_Specified
r4mdcshr,Educational Seminars,Closed Won,2019-06-02,2019-06-02,300.0,SAVEMORE50,operations,Not_Specified
imiuh0o6,Sports Events,Closed Lost,2019-07-02,2019-06-02,240.0,SAVEMONTH50G,operations,no response
41rmbmmg,Corporate Events,Closed Won,2018-11-05,2018-11-05,360.0,MONTHSAVE25DEAL,financial control,Not_Specified
p8squ1b7,Corporate Events,Closed Won,2019-01-23,2019-01-23,960.0,ANNUAL60DEAL,Not_Specified,Not_Specified
htfnri0u,Sports Events,Closed Won,2018-03-07,2018-03-07,150.0,CUTBACK75SPECIAL,Not_Specified,Not_Specified
wh4gml0u,Corporate Events,Closed Won,2019-06-02,2019-07-02,360.0,MONTHSAVE25DEAL,operations,Not_Specified
qw58bt3h,Corporate Events,Closed Lost,2019-07-02,2019-07-10,360.0,SAVE25LESS,financial control,lost to competitor
1ljdf14o,Corporate Events,Closed Won,2019-03-30,2019-03-30,300.0,MONTH50CUTBACK,operations,Not_Specified
uxaqml8u,Corporate Events,Checkbox,2019-07-13,2019-07-13,576.0,2SEMESTERS20SALE,operations,Not_Specified
q5zsmk5i,Corporate Events,Closed Won,2019-07-13,2019-07-13,240.0,MONTH50REBATE,operations,Not_Specified
cmgb06tq,Sports Events,Closed Lost,2019-04-02,2019-12-02,324.0,Not_Specified,operations,lost to competitor
m6vss3nc,Sports Events,Closed Won,2019-07-17,2019-07-23,360.0,25GIFT,operations,Not_Specified
d1os6phn,Corporate Events,Closed Won,2019-07-17,2019-07-17,768.0,2SEMESTERS20OFF,operations,Not_Specified
ye9cjc1f,Corporate Events,Closed Lost,2019-07-17,2019-07-24,0.0,Not_Specified,operations,no product fit
27qyouvb,Corporate Events,Checkbox,2019-07-20,2019-07-22,240.0,MONTH50REBATE,financial control,Not_Specified
s4odpis2,Educational Seminars,Closed Won,2019-07-21,2019-07-21,0.0,NOCOSTREG,Not_Specified,Not_Specified
wxad2kw6,Corporate Events,Closed Won,2019-07-21,2019-07-24,0.0,GIVEAWAYFREE,operations,Not_Specified
a77ldwas,Corporate Events,Closed Won,2019-07-21,2019-07-21,768.0,2SEMESTERS20OFF,operations,Not_Specified
oqdli760,Corporate Events,Closed Lost,2019-08-02,2019-11-02,768.0,Not_Specified,operations,no budget
knqp2yf1,Corporate Events,Closed Won,2018-10-24,2018-10-24,240.0,MONTH50REBATE,operations,Not_Specified
wjd4o182,Educational Seminars,Closed Lost,2019-06-02,2019-12-02,240.0,NOCOSTREG,operations,lost to competitor
lskmke17,Educational Seminars,Closed Won,2019-11-02,2019-07-08,768.0,HALFSEASON20G,financial control,Not_Specified
5sgfnsep,Sports Events,Closed Won,2019-12-02,2019-12-02,360.0,25GIFT,operations,Not_Specified
98pp0lyi,Sports Events,Closed Won,2018-12-17,2018-12-26,240.0,SAVEMONTH50G,operations,Not_Specified
t12iqreu,Educational Seminars,Closed Won,2019-02-11,2019-02-13,360.0,25GIFT,financial control,Not_Specified
8lguy9h3,Sports Events,Checkbox,2019-06-18,2019-06-19,576.0,HALFSEASON20G,operations,Not_Specified
xn1g97sd,Sports Events,Closed Won,2018-08-02,2018-08-02,768.0,HALFYEAR20G,operations,Not_Specified
5cfy75cr,Sports Events,Closed Won,2018-11-21,2018-11-24,1344.0,ANNUAL30BONUS,financial control,Not_Specified
nwoxo6xi,Educational Seminars,Closed Lost,2019-07-14,2019-07-24,0.0,Not_Specified,operations,no response
2epughrk,Corporate Events,Closed Lost,2019-07-17,2019-07-15,360.0,SAVE25LESS,operations,not target
k686iwe3,Corporate Events,Closed Won,2019-04-23,2019-04-23,240.0,DISCOUNT50POWER,financial control,Not_Specified
ztei9zkf,Corporate Events,Checkbox,2019-07-21,2019-07-21,360.0,MONTHSAVE25DEAL,operations,Not_Specified
fi14wtc6,Educational Seminars,Closed Lost,2019-07-21,2019-07-21,0.0,Not_Specified,financial control,no budget
3o4xmff9,Corporate Events,Closed Lost,2019-06-24,2019-06-24,768.0,2SEMESTERS20OFF,operations,no budget
x1vmxj0f,Corporate Events,Closed Won,2019-07-17,2019-07-17,200.0,SEVENTYFIVEGIFT,Not_Specified,Not_Specified
2sblkdit,Corporate Events,Closed Won,2018-10-09,2018-10-10,360.0,SAVE25LESS,quality of delivery,Not_Specified
uwy6ot53,Educational Seminars,Closed Won,2019-01-22,2019-03-28,360.0,25GIFT,financial control,Not_Specified
tlweefbn,Corporate Events,Closed Won,2019-04-15,2019-04-15,300.0,MONTH50CUTBACK,operations,Not_Specified
ptftptt8,Educational Seminars,Closed Won,2018-12-30,2018-12-30,768.0,HALFYEAR20G,financial control,Not_Specified
bk2f6w03,Educational Seminars,Closed Lost,2019-07-08,2019-07-09,768.0,NOCOSTREG,financial control,no product fit
nvrxmxd0,Sports Events,Closed Won,2019-01-09,2019-01-09,768.0,HALFYEAR20G,operations,Not_Specified
