,Id,Status_x,Acquisition Campaign_0,Acquisition Campaign_1,Acquisition Campaign_2,Acquisition Campaign_3,Acquisition Campaign_4,Acquisition Campaign_5,Converted,City_0,City_1,City_2,City_3,City_4,Use Case_Concerts and festivals_x,Use Case_Corporate Events_x,Use Case_Educational Seminars_x,Use Case_Not_Specified_x,Use Case_Sports Events_x,Use Case_Wedding Planning_x,Source_Inbound,Source_Not_Specified,Source_Outbound,month,day,Status_y,Price,Days,Discount,Use Case_Concerts and festivals_y,Use Case_Corporate Events_y,Use Case_Educational Seminars_y,Use Case_Not_Specified_y,Use Case_Sports Events_y,Use Case_Wedding Planning_y,Pain_Not_Specified,Pain_financial control,Pain_operations,Pain_quality of delivery,Pain_time saving
438,esr8s3ov,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,23,Closed Won,150,34,True,False,True,False,False,False,False,False,False,True,False,False
440,vro1rh9p,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,23,Closed Won,360,0,True,False,True,False,False,False,False,True,False,False,False,False
441,vwvmayvn,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,3,20,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
442,3i7cxh1f,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,3,20,Closed Won,576,0,True,False,False,False,False,True,False,True,False,False,False,False
443,wb86q0af,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,False,True,False,False,False,True,False,False,11,21,Closed Lost,150,0,True,False,False,True,False,False,False,False,True,False,False,False
444,ov0rawoc,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,False,False,False,True,False,True,False,False,3,20,Closed Lost,324,3,False,False,False,False,False,True,False,False,True,False,False,False
445,4ityuvsd,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,11,21,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
446,jqkrk8qk,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,11,21,Closed Lost,200,3,False,False,True,False,False,False,False,False,False,True,False,False
447,rsbcqi59,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,21,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
448,mdgl0fa5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,23,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
449,dmirejej,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,False,False,False,True,False,True,False,False,6,23,Closed Won,1500,0,True,False,False,False,False,True,False,False,False,True,False,False
450,72fvxube,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,23,Closed Won,300,48,True,False,False,False,False,True,False,False,False,True,False,False
451,7gllyoh8,Qualified,0,0,0,0,0,1,True,0,1,1,0,0,False,False,True,False,False,False,True,False,False,11,22,Closed Lost,360,2,True,False,False,True,False,False,False,False,True,False,False,False
452,50xcqavz,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,11,22,Closed Lost,200,23,False,False,True,False,False,False,False,False,False,True,False,False
453,uq7w5eat,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,22,Closed Lost,240,0,False,False,True,False,False,False,False,False,False,True,False,False
454,jahf5u95,Qualified,0,0,0,0,0,1,True,1,0,0,1,0,False,False,True,False,False,False,False,False,True,6,24,Closed Lost,1350,120,True,False,False,True,False,False,False,False,True,False,False,False
455,41tvz165,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,11,23,Closed Won,150,0,True,False,True,False,False,False,False,False,False,True,False,False
456,b4gy626i,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,6,24,Closed Lost,240,204,True,False,True,False,False,False,False,False,False,True,False,False
457,ipj68m0j,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,24,Closed Won,768,0,True,False,True,False,False,False,False,False,False,False,True,False
458,77ztg2dc,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,6,24,Closed Lost,360,0,False,False,True,False,False,False,False,False,False,True,False,False
459,8sv2a1u2,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,24,Closed Won,600,0,True,False,True,False,False,False,False,False,False,True,False,False
460,664pvsr1,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,False,False,True,6,24,Closed Won,150,0,True,False,True,False,False,False,False,False,False,False,True,False
461,gnumw5h7,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,24,Closed Won,150,95,True,False,True,False,False,False,False,False,False,True,False,False
462,3rjicv0w,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,24,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
463,9784uhit,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,6,24,Closed Won,240,0,True,False,True,False,False,False,False,False,False,False,True,False
464,ozdnscla,Qualified,0,0,0,0,1,0,True,0,1,0,0,1,False,True,False,False,False,False,True,False,False,3,22,Closed Won,576,130,True,False,True,False,False,False,False,False,False,True,False,False
465,473g6r8d,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,11,24,Closed Won,1680,0,True,False,True,False,False,False,False,False,False,True,False,False
466,383gc0ie,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,3,22,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
467,qld5ntfi,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,11,24,Closed Lost,324,-102,False,False,True,False,False,False,False,False,False,True,False,False
468,ru00yqyq,Qualified,0,0,0,0,0,1,True,0,1,0,1,1,False,True,False,False,False,False,True,False,False,11,24,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
469,jm65qa22,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,False,False,False,True,False,True,False,False,3,22,Closed Lost,120,3,False,False,False,False,False,True,False,False,False,True,False,False
470,yd76c0la,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,24,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
471,a9up4atd,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,11,24,Closed Lost,300,123,False,False,True,False,False,False,False,False,False,True,False,False
472,ggdsu0ac,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,11,24,Closed Won,240,122,True,False,True,False,False,False,False,False,True,False,False,False
473,h4f7oxvb,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,6,24,Closed Lost,200,122,False,False,True,False,False,False,False,False,False,True,False,False
474,4zr77d83,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,3,22,Closed Lost,1344,-69,False,False,False,True,False,False,False,False,False,False,True,False
476,lyw84lqx,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,True,False,False,11,25,Closed Lost,360,2,True,False,True,False,False,False,False,False,False,False,True,False
477,l843gkkm,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,11,25,Closed Lost,200,9,False,False,True,False,False,False,False,False,False,True,False,False
478,h7w0983a,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,3,22,Closed Lost,240,0,False,False,False,True,False,False,False,True,False,False,False,False
479,rfft4937,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,11,25,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
480,v7bh60nc,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,11,25,Closed Won,150,0,True,False,False,False,False,True,False,False,False,True,False,False
481,gs1trc7a,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,11,25,Closed Lost,200,7,False,False,False,True,False,False,False,False,False,True,False,False
482,7l23x8iv,Qualified,0,0,0,0,0,1,True,0,1,1,1,0,False,True,False,False,False,False,True,False,False,6,25,Closed Lost,360,0,True,False,True,False,False,False,False,False,False,True,False,False
483,iixtafdl,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,False,True,False,False,True,False,False,1,7,Closed Lost,200,141,True,False,False,False,True,False,False,False,True,False,False,False
484,fanjrklp,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,7,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
485,d0f0vi2n,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,1,7,Closed Won,768,0,True,False,True,False,False,False,False,False,True,False,False,False
486,x70t35wm,Qualified,0,0,0,0,0,1,True,1,0,0,1,1,False,True,False,False,False,False,False,False,True,6,25,Closed Lost,960,187,False,False,True,False,False,False,False,False,False,True,False,False
487,h2lnulg5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,7,Closed Lost,768,243,True,False,True,False,False,False,False,False,True,False,False,False
488,uixa6jfy,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,1,7,Closed Lost,200,351,False,False,True,False,False,False,False,False,False,True,False,False
489,2hskxxmq,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,3,23,Closed Won,960,-85,True,False,True,False,False,False,False,False,False,True,False,False
490,71t22ew3,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,6,25,Closed Lost,200,243,False,False,False,False,False,True,False,False,False,True,False,False
491,vxjwx5tk,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,True,False,False,False,False,True,False,False,1,7,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
492,94pxyksq,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,False,False,False,True,False,True,False,False,6,25,Closed Won,1008,0,True,False,False,False,False,True,False,False,False,True,False,False
493,wubqbciv,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,2,7,Closed Lost,600,0,False,False,True,False,False,False,False,False,False,True,False,False
494,ipgap9u2,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,1,2,Closed Won,576,181,True,False,True,False,False,False,False,False,False,True,False,False
495,uvian9e6,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,False,False,True,3,24,Closed Won,360,0,False,False,True,False,False,False,False,False,False,True,False,False
496,qx6ceedh,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,2,Closed Won,576,0,True,False,True,False,False,False,False,False,False,False,True,False
497,cj42vp63,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,True,False,False,False,False,True,False,False,3,24,Closed Won,240,0,True,False,True,False,False,False,False,False,True,False,False,False
498,9i4yf161,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,False,True,False,False,True,False,False,2,7,Closed Won,768,0,True,False,False,True,False,False,False,True,False,False,False,False
499,btsgktrd,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,1,2,Closed Won,768,0,True,False,True,False,False,False,False,False,False,False,True,False
500,ag8ln3hp,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,1,2,Closed Lost,576,-22,False,False,True,False,False,False,False,False,False,True,False,False
501,147pj2oi,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,False,True,False,3,24,Closed Lost,768,1,False,False,True,False,False,False,False,False,False,True,False,False
502,9hw5du45,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,2,Closed Lost,360,120,True,False,False,False,False,True,False,False,False,False,True,False
503,7eja0psv,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,False,True,False,False,False,True,False,False,1,2,Closed Lost,1008,92,False,False,False,True,False,False,False,False,False,False,True,False
504,kzo23wbc,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,2,7,Closed Won,600,0,False,False,True,False,False,False,False,False,True,False,False,False
505,7j1lpinh,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,2,7,Closed Won,360,0,True,False,True,False,False,False,False,False,True,False,False,False
506,9w6v1xrs,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,2,7,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
507,1wtqg958,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,False,False,True,False,False,True,False,False,2,7,Closed Lost,576,172,True,False,False,False,True,False,False,False,False,True,False,False
508,yvx881x6,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,2,Closed Lost,320,181,False,False,True,False,False,False,False,False,False,False,True,False
509,hktiwp1h,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,2,Closed Lost,360,123,True,False,True,False,False,False,False,False,False,True,False,False
510,mb6cslos,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,3,7,Closed Won,360,1,True,False,True,False,False,False,False,False,False,False,True,False
511,ezbh693h,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,3,7,Closed Won,360,0,True,False,True,False,False,False,False,False,True,False,False,False
512,xahk5fgb,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,1,2,Closed Won,300,0,True,False,True,False,False,False,False,False,False,True,False,False
513,w9e5vgj4,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,3,7,Closed Won,240,0,True,False,False,False,False,True,False,False,True,False,False,False
514,8o42nx53,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,2,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
515,htfnri0u,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,3,7,Closed Won,150,0,True,False,False,False,False,True,False,True,False,False,False,False
517,lh4mj43j,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,True,False,False,1,2,Closed Won,240,0,True,False,True,False,False,False,False,False,False,False,True,False
518,d2y1njq3,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,False,False,True,False,True,False,False,3,7,Closed Lost,768,1,True,False,False,False,False,True,False,False,True,False,False,False
519,gx9myuqy,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,2,Closed Lost,200,9,False,False,False,False,False,True,False,False,False,True,False,False
520,gbnt8111,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,1,2,Closed Lost,360,0,False,False,False,True,False,False,False,False,False,True,False,False
521,vxf6n9e9,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,3,7,Closed Won,360,33,True,False,True,False,False,False,False,False,False,True,False,False
522,sor1qzeb,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,1,2,Closed Won,768,0,True,False,False,False,False,True,False,False,False,False,True,False
523,kb1zunj4,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,3,7,Closed Won,768,0,True,False,True,False,False,False,False,True,False,False,False,False
524,f3f6fcb9,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,3,7,Closed Won,360,1,True,False,True,False,False,False,False,False,True,False,False,False
525,i9gmzta5,Qualified,0,0,0,0,0,1,True,0,1,0,1,1,False,False,False,False,True,False,True,False,False,4,7,Closed Won,150,30,True,False,False,False,False,True,False,False,False,False,True,False
527,4am2svdy,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,False,False,False,True,False,True,False,False,4,7,Closed Lost,768,30,True,False,False,False,False,True,False,False,False,True,False,False
528,kn8sv5r2,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,2,2,Closed Lost,768,102,True,False,False,True,False,False,False,False,False,False,True,False
529,8lfb1uro,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,False,True,False,False,False,True,False,False,4,7,Closed Won,1344,6,True,False,False,True,False,False,False,False,False,False,True,False
530,zser1o7p,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,2,2,Closed Lost,200,89,False,False,True,False,False,False,False,False,False,True,False,False
531,07w9nv6d,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,5,7,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
532,ewsl9f2l,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,2,2,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
533,pnjwan8q,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,2,2,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
534,fo1v4bg0,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,6,7,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
535,vf55cdhy,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,6,7,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
536,5i18dyv8,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,6,7,Closed Lost,600,15,True,False,False,True,False,False,False,True,False,False,False,False
537,qanbixwu,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,True,False,False,False,False,True,False,False,6,7,Closed Won,768,0,True,False,True,False,False,False,False,False,True,False,False,False
538,0xbe70e7,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,3,2,Closed Won,768,62,True,False,False,True,False,False,False,False,False,False,True,False
539,puzrfkyu,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,3,2,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
540,agwsdnal,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,False,False,False,True,False,True,False,False,3,2,Closed Won,600,0,False,False,False,False,False,True,False,False,False,True,False,False
541,ctb94heg,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,7,Closed Lost,1344,0,True,False,True,False,False,False,False,False,False,True,False,False
542,1ljdf14o,Qualified,0,0,0,0,0,1,True,1,0,0,0,1,False,True,False,False,False,False,True,False,False,3,24,Closed Won,300,0,True,False,True,False,False,False,False,False,False,True,False,False
543,ko7lxu1t,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,3,2,Closed Won,240,30,True,False,True,False,False,False,False,False,False,True,False,False
544,z49ppfnk,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,False,False,True,False,False,False,True,3,24,Closed Won,120,0,True,False,False,False,False,True,False,False,False,True,False,False
545,bpb3uuyc,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,7,Closed Lost,768,110,False,False,True,False,False,False,False,False,False,True,False,False
546,elu5cili,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,3,24,Closed Lost,360,184,False,False,True,False,False,False,False,False,False,True,False,False
547,aps168jq,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,4,2,Closed Won,1344,0,True,False,True,False,False,False,False,False,False,True,False,False
548,dxid46v2,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,3,24,Closed Won,768,30,True,False,True,False,False,False,False,True,False,False,False,False
549,971kdgnh,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,7,Closed Won,1344,6,True,False,True,False,False,False,False,False,False,True,False,False
550,uga948oi,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,False,False,True,3,25,Closed Won,300,0,True,False,True,False,False,False,False,False,False,True,False,False
551,6te7lhgc,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,3,25,Closed Lost,1344,-188,True,False,False,True,False,False,False,False,False,True,False,False
552,3mzq7zwm,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,False,True,False,False,False,False,False,True,3,25,Closed Lost,960,-1,False,False,False,True,False,False,False,False,False,True,False,False
553,xybv1ffe,Qualified,0,0,0,0,0,1,True,0,0,1,0,0,False,True,False,False,False,False,True,False,False,3,25,Closed Won,360,26,True,False,True,False,False,False,False,False,False,True,False,False
554,p3uw0fv8,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,4,2,Closed Won,450,153,True,False,True,False,False,False,False,False,True,False,False,False
556,t3tgnotw,Qualified,0,0,0,0,0,1,True,1,0,1,0,1,False,True,False,False,False,False,False,False,True,3,25,Closed Won,150,0,True,False,True,False,False,False,False,False,True,False,False,False
557,ejwjd1ic,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,9,7,Closed Lost,360,62,True,False,True,False,False,False,False,False,False,True,False,False
558,hr4biknq,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,False,False,True,5,2,Closed Lost,18150,214,False,False,True,False,False,False,False,False,False,False,True,False
559,5z2nt71l,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,False,True,False,False,False,False,False,True,3,25,Closed Lost,768,2,True,False,False,True,False,False,False,False,False,False,True,False
560,zicayiv6,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,9,7,Closed Won,450,0,True,False,True,False,False,False,False,False,False,True,False,False
561,il34n0kz,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,True,False,False,False,False,False,False,True,5,2,Closed Lost,200,31,True,False,True,False,False,False,False,False,False,True,False,False
562,vl6qzctr,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,False,False,False,True,False,True,False,False,9,7,Closed Won,240,0,True,False,False,False,False,True,False,False,False,True,False,False
563,9epuqolx,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,3,25,Closed Lost,0,0,True,False,False,True,False,False,False,True,False,False,False,False
564,kp47masr,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,9,7,Closed Lost,300,72,False,False,True,False,False,False,False,False,False,True,False,False
565,spkiuxkb,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,5,2,Closed Won,1344,0,True,False,False,True,False,False,False,True,False,False,False,False
566,qh0cdj63,Qualified,0,0,0,0,0,1,True,0,1,0,0,1,False,True,False,False,False,False,True,False,False,9,7,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
567,hvi4aign,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,5,2,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
568,euiuuo3k,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,False,False,True,3,25,Closed Lost,120,1,False,False,False,True,False,False,False,False,False,True,False,False
569,m684mgsf,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,False,False,True,5,2,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
570,nh52mhxf,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,5,2,Closed Won,1008,31,True,False,True,False,False,False,False,False,False,True,False,False
571,it5h61xb,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,9,7,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
572,54i7tokb,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,5,2,Closed Lost,240,0,False,False,True,False,False,False,False,False,False,True,False,False
573,86n5lumu,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,9,7,Closed Lost,960,8,True,False,False,True,False,False,False,False,True,False,False,False
574,wai5vmmr,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,9,7,Closed Lost,768,80,True,False,True,False,False,False,False,False,True,False,False,False
575,5lrvpwvy,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,9,7,Closed Won,768,1,True,False,False,False,False,True,False,False,False,True,False,False
576,nlox3m1e,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,10,7,Closed Won,960,80,False,False,False,False,False,True,False,False,False,True,False,False
577,cq1cq3iw,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,5,2,Closed Won,240,30,True,False,True,False,False,False,False,False,False,True,False,False
578,csfoaocd,Qualified,0,0,0,0,0,1,True,0,1,1,1,1,False,False,False,False,True,False,True,False,False,10,7,Closed Won,300,0,True,False,False,False,False,True,False,False,False,True,False,False
579,c808tq8g,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,6,2,Closed Lost,200,0,False,False,True,False,False,False,False,False,False,True,False,False
580,stfufypl,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,10,7,Closed Won,768,0,True,False,True,False,False,False,False,False,True,False,False,False
581,suffspzz,Qualified,0,0,0,0,0,1,True,0,1,1,1,1,False,True,False,False,False,False,True,False,False,10,7,Closed Lost,300,1,False,False,True,False,False,False,False,False,False,True,False,False
582,stev7r0c,Qualified,0,0,0,0,0,1,True,0,1,0,1,0,False,True,False,False,False,False,True,False,False,6,2,Closed Lost,200,53,True,False,True,False,False,False,False,False,False,True,False,False
583,2os2ef1r,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,6,2,Closed Won,240,0,True,False,False,True,False,False,False,False,True,False,False,False
584,xft8h1ld,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,True,False,False,False,False,True,False,False,3,25,Closed Won,120,0,True,False,True,False,False,False,False,False,False,True,False,False
585,l5735dl3,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,10,7,Closed Won,450,0,True,False,True,False,False,False,False,False,False,True,False,False
